,ARS,지하철역
2914,8874,길음
2915,8876,돌곶이
2916,8881,길음
2917,8883,돌곶이
2918,8884,돌곶이
2919,8886,안암(고대병원앞)
2920,8888,한성대입구(삼선교)
2921,8889,길음
2922,8892,돌곶이
2923,8893,월곡(동덕여대)
2924,8894,길음
2925,8895,돌곶이
2926,8896,돌곶이
2927,8897,길음
2928,8898,성신여대입구(돈암)
2929,8900,월곡(동덕여대)
2930,8901,길음
2931,8904,길음
2932,8908,상월곡(한국과학기술연구원)
2933,8909,월곡(동덕여대)
2934,8910,길음
2935,8911,보문
2936,8912,길음
2937,8913,성신여대입구(돈암)
2938,8914,미아사거리
2939,8915,상월곡(한국과학기술연구원)
2940,8916,월곡(동덕여대)
2941,8917,길음
2942,8919,성신여대입구(돈암)
2943,8920,길음
2944,8921,성신여대입구(돈암)
2945,8922,미아사거리
2946,8923,상월곡(한국과학기술연구원)
2947,8924,상월곡(한국과학기술연구원)
2948,8925,길음
2949,8926,보문
2950,8927,창신
2951,8928,성신여대입구(돈암)
2952,8930,상월곡(한국과학기술연구원)
2953,8931,상월곡(한국과학기술연구원)
2954,8932,상월곡(한국과학기술연구원)
2955,8934,성신여대입구(돈암)
2956,8935,창신
2957,8936,성신여대입구(돈암)
2958,8937,상월곡(한국과학기술연구원)
2959,8938,상월곡(한국과학기술연구원)
2960,8939,미아사거리
2961,8940,월곡(동덕여대)
2962,8941,보문
2963,8942,성신여대입구(돈암)
2964,8943,창신
2965,8945,성신여대입구(돈암)
2966,8946,상월곡(한국과학기술연구원)
2967,8947,상월곡(한국과학기술연구원)
2968,8948,길음
2969,8949,보문
2970,8950,성신여대입구(돈암)
2971,8951,고려대(종암)
2972,8952,성신여대입구(돈암)
2973,8953,상월곡(한국과학기술연구원)
2974,8954,길음
2975,8955,월곡(동덕여대)
2976,8956,보문
2977,8957,성신여대입구(돈암)
2978,8958,고려대(종암)
2979,8959,성신여대입구(돈암)
2980,8960,상월곡(한국과학기술연구원)
2981,8961,보문
2982,8962,한성대입구(삼선교)
2983,8963,월곡(동덕여대)
2984,8964,고려대(종암)
2985,8965,성신여대입구(돈암)
2986,8966,상월곡(한국과학기술연구원)
2987,8967,고려대(종암)
2988,8969,고려대(종암)
2989,8970,안암(고대병원앞)
2990,8971,상월곡(한국과학기술연구원)
2991,8972,고려대(종암)
2992,8973,고려대(종암)
2993,8975,고려대(종암)
2994,8976,고려대(종암)
2995,8977,고려대(종암)
2996,8979,한성대입구(삼선교)
2997,8980,미아사거리
2998,8981,길음
2999,8982,길음
3000,8983,돌곶이
3001,8984,한성대입구(삼선교)
3002,8985,성신여대입구(돈암)
3003,8986,성신여대입구(돈암)
3004,8987,성신여대입구(돈암)
3005,8988,성신여대입구(돈암)
3006,8989,성신여대입구(돈암)
3007,8990,성신여대입구(돈암)
3008,8991,성신여대입구(돈암)
3009,8992,성신여대입구(돈암)
3010,8997,성신여대입구(돈암)
3011,9001,수유(강북구청)
3012,9002,수유(강북구청)
3013,9003,수유(강북구청)
3014,9004,수유(강북구청)
3015,9005,미아(서울사이버대학)
3016,9006,미아(서울사이버대학)
3017,9007,미아(서울사이버대학)
3018,9008,미아(서울사이버대학)
3019,9009,미아사거리
3020,9010,미아사거리
3021,9011,미아사거리
3022,9012,미아사거리
3023,9013,수유(강북구청)
3024,9102,쌍문
3025,9103,쌍문
3026,9104,쌍문
3027,9105,쌍문
3028,9106,수유(강북구청)
3029,9107,수유(강북구청)
3030,9108,수유(강북구청)
3031,9109,수유(강북구청)
3032,9110,수유(강북구청)
3033,9111,수유(강북구청)
3034,9112,수유(강북구청)
3035,9113,수유(강북구청)
3036,9114,수유(강북구청)
3037,9115,수유(강북구청)
3038,9116,수유(강북구청)
3039,9117,수유(강북구청)
3040,9118,수유(강북구청)
3041,9119,수유(강북구청)
3042,9120,수유(강북구청)
3043,9121,수유(강북구청)
3044,9122,수유(강북구청)
3045,9123,수유(강북구청)
3046,9124,수유(강북구청)
3047,9125,수유(강북구청)
3048,9126,수유(강북구청)
3049,9127,수유(강북구청)
3050,9128,수유(강북구청)
3051,9129,수유(강북구청)
3052,9130,수유(강북구청)
3053,9131,수유(강북구청)
3054,9132,수유(강북구청)
3055,9133,수유(강북구청)
3056,9134,수유(강북구청)
3057,9135,수유(강북구청)
3058,9136,미아(서울사이버대학)
3059,9137,미아(서울사이버대학)
3060,9138,미아(서울사이버대학)
3061,9139,미아(서울사이버대학)
3062,9140,미아(서울사이버대학)
3063,9141,미아(서울사이버대학)
3064,9142,미아(서울사이버대학)
3065,9143,미아(서울사이버대학)
3066,9144,미아(서울사이버대학)
3067,9145,미아(서울사이버대학)
3068,9146,수유(강북구청)
3069,9147,수유(강북구청)
3070,9148,수유(강북구청)
3071,9149,미아(서울사이버대학)
3072,9150,수유(강북구청)
3073,9151,수유(강북구청)
3074,9152,수유(강북구청)
3075,9153,수유(강북구청)
3076,9154,미아(서울사이버대학)
3077,9155,미아(서울사이버대학)
3078,9156,미아(서울사이버대학)
3079,9157,미아(서울사이버대학)
3080,9158,미아(서울사이버대학)
3081,9159,미아(서울사이버대학)
3082,9160,미아(서울사이버대학)
3083,9161,미아(서울사이버대학)
3084,9162,미아(서울사이버대학)
3085,9163,미아(서울사이버대학)
3086,9164,미아(서울사이버대학)
3087,9165,미아(서울사이버대학)
3088,9166,미아사거리
3089,9167,미아사거리
3090,9168,미아사거리
3091,9169,미아사거리
3092,9170,미아사거리
3093,9171,미아사거리
3094,9172,미아사거리
3095,9173,미아사거리
3096,9174,미아사거리
3097,9175,미아사거리
3098,9176,미아(서울사이버대학)
3099,9177,미아(서울사이버대학)
3100,9178,미아(서울사이버대학)
3101,9179,미아(서울사이버대학)
3102,9180,미아(서울사이버대학)
3103,9181,미아(서울사이버대학)
3104,9182,미아(서울사이버대학)
3105,9183,미아(서울사이버대학)
3106,9184,돌곶이
3107,9185,미아(서울사이버대학)
3108,9186,돌곶이
3109,9187,미아사거리
3110,9188,미아사거리
3111,9189,미아사거리
3112,9190,미아사거리
3113,9194,수유(강북구청)
3114,9195,수유(강북구청)
3115,9196,수유(강북구청)
3116,9197,수유(강북구청)
3117,9198,수유(강북구청)
3118,9199,미아(서울사이버대학)
3119,9200,수유(강북구청)
3120,9201,수유(강북구청)
3121,9203,수유(강북구청)
3122,9205,수유(강북구청)
3123,9206,수유(강북구청)
3124,9207,수유(강북구청)
3125,9208,수유(강북구청)
3126,9209,수유(강북구청)
3127,9210,수유(강북구청)
3128,9211,미아(서울사이버대학)
3129,9212,미아(서울사이버대학)
3130,9213,미아(서울사이버대학)
3131,9214,미아(서울사이버대학)
3132,9215,미아(서울사이버대학)
3133,9216,미아(서울사이버대학)
3134,9217,미아(서울사이버대학)
3135,9218,미아(서울사이버대학)
3136,9219,미아사거리
3137,9220,미아사거리
3138,9221,미아(서울사이버대학)
3139,9222,미아(서울사이버대학)
3140,9223,미아(서울사이버대학)
3141,9224,미아(서울사이버대학)
3142,9225,미아(서울사이버대학)
3143,9226,미아(서울사이버대학)
3144,9227,미아(서울사이버대학)
3145,9228,미아(서울사이버대학)
3146,9229,미아(서울사이버대학)
3147,9230,미아(서울사이버대학)
3148,9231,미아(서울사이버대학)
3149,9232,미아(서울사이버대학)
3150,9233,미아(서울사이버대학)
3151,9234,미아(서울사이버대학)
3152,9235,미아(서울사이버대학)
3153,9236,미아(서울사이버대학)
3154,9237,미아사거리
3155,9238,미아사거리
3156,9239,미아사거리
3157,9240,미아사거리
3158,9241,미아사거리
3159,9242,미아사거리
3160,9243,미아사거리
3161,9244,미아사거리
3162,9245,미아사거리
3163,9246,수유(강북구청)
3164,9247,수유(강북구청)
3165,9248,수유(강북구청)
3166,9249,수유(강북구청)
3167,9253,미아(서울사이버대학)
3168,9255,쌍문
3169,9256,쌍문
3170,9260,미아사거리
3171,9261,미아사거리
3172,9263,수유(강북구청)
3173,9266,미아(서울사이버대학)
3174,9267,미아(서울사이버대학)
3175,9269,미아사거리
3176,9270,미아사거리
3177,9271,미아사거리
3178,9272,수유(강북구청)
3179,9273,미아사거리
3180,9274,미아사거리
3181,9275,미아사거리
3182,9276,미아사거리
3183,9277,미아사거리
3184,9278,수유(강북구청)
3185,9279,미아사거리
3186,9283,미아(서울사이버대학)
3187,9286,쌍문
3188,9289,쌍문
3189,9290,미아(서울사이버대학)
3190,9291,미아(서울사이버대학)
3191,9293,미아(서울사이버대학)
3192,9294,쌍문
3193,9295,미아사거리
3194,9298,미아사거리
3195,9302,미아사거리
3196,9303,미아사거리
3197,9304,미아사거리
3198,9305,미아(서울사이버대학)
3199,9306,미아사거리
3200,9307,미아(서울사이버대학)
3201,9308,미아(서울사이버대학)
3202,9310,수유(강북구청)
3203,9311,수유(강북구청)
3204,9312,미아사거리
3205,9313,수유(강북구청)
3206,9314,수유(강북구청)
3207,9500,쌍문
3208,9501,미아(서울사이버대학)
3209,9502,미아(서울사이버대학)
3210,9503,미아(서울사이버대학)
3211,9504,미아(서울사이버대학)
3212,9505,수유(강북구청)
3213,9506,수유(강북구청)
3214,9507,쌍문
3215,9508,미아사거리
3216,9510,미아(서울사이버대학)
3217,9511,미아(서울사이버대학)
3218,9512,미아(서울사이버대학)
3219,9513,미아(서울사이버대학)
3220,9514,수유(강북구청)
3221,9515,수유(강북구청)
3222,9516,미아사거리
3223,9517,미아(서울사이버대학)
3224,9518,미아(서울사이버대학)
3225,9519,미아(서울사이버대학)
3226,9520,미아(서울사이버대학)
3227,9521,미아(서울사이버대학)
3228,9522,수유(강북구청)
3229,9523,수유(강북구청)
3230,9524,미아사거리
3231,9525,미아(서울사이버대학)
3232,9526,미아(서울사이버대학)
3233,9527,미아(서울사이버대학)
3234,9528,미아(서울사이버대학)
3235,9529,미아(서울사이버대학)
3236,9530,수유(강북구청)
3237,9531,수유(강북구청)
3238,9532,미아(서울사이버대학)
3239,9533,미아(서울사이버대학)
3240,9534,미아사거리
3241,9535,미아(서울사이버대학)
3242,9536,미아(서울사이버대학)
3243,9537,수유(강북구청)
3244,9538,수유(강북구청)
3245,9539,수유(강북구청)
3246,9540,미아(서울사이버대학)
3247,9541,미아(서울사이버대학)
3248,9542,미아사거리
3249,9543,미아(서울사이버대학)
3250,9544,미아(서울사이버대학)
3251,9545,수유(강북구청)
3252,9547,수유(강북구청)
3253,9548,미아(서울사이버대학)
3254,9550,미아사거리
3255,9551,미아(서울사이버대학)
3256,9552,수유(강북구청)
3257,9553,수유(강북구청)
3258,9554,미아(서울사이버대학)
3259,9555,미아사거리
3260,9556,미아사거리
3261,9557,미아(서울사이버대학)
3262,9558,수유(강북구청)
3263,9559,수유(강북구청)
3264,9560,수유(강북구청)
3265,9561,미아(서울사이버대학)
3266,9563,미아사거리
3267,9564,미아(서울사이버대학)
3268,9566,수유(강북구청)
3269,9567,수유(강북구청)
3270,9568,미아사거리
3271,9569,미아(서울사이버대학)
3272,9570,미아사거리
3273,9571,미아사거리
3274,9572,미아(서울사이버대학)
3275,9573,미아(서울사이버대학)
3276,9574,수유(강북구청)
3277,9576,미아사거리
3278,9577,미아(서울사이버대학)
3279,9578,미아사거리
3280,9579,미아사거리
3281,9580,미아사거리
3282,9581,미아(서울사이버대학)
3283,9582,미아(서울사이버대학)
3284,9583,수유(강북구청)
3285,9585,미아(서울사이버대학)
3286,9586,미아(서울사이버대학)
3287,9587,미아사거리
3288,9588,미아사거리
3289,9589,수유(강북구청)
3290,9590,미아(서울사이버대학)
3291,9591,수유(강북구청)
3292,9592,미아사거리
3293,9593,미아(서울사이버대학)
3294,9594,미아(서울사이버대학)
3295,9595,수유(강북구청)
3296,9597,수유(강북구청)
3297,9598,미아사거리
3298,9599,수유(강북구청)
3299,9600,미아(서울사이버대학)
3300,9631,미아(서울사이버대학)
3301,9642,미아사거리
3302,9656,수유(강북구청)
3303,9682,수유(강북구청)
3304,9717,미아(서울사이버대학)
3305,9718,미아(서울사이버대학)
3306,9739,미아사거리
3307,9753,미아사거리
3308,9754,수유(강북구청)
3309,9760,미아(서울사이버대학)
3310,9767,미아사거리
3311,9769,미아(서울사이버대학)
3312,9770,미아사거리
3313,9771,미아사거리
3314,9772,미아(서울사이버대학)
3315,9773,수유(강북구청)
3316,9774,미아(서울사이버대학)
3317,9775,미아(서울사이버대학)
3318,9776,미아사거리
3319,9777,미아(서울사이버대학)
3320,9778,수유(강북구청)
3321,9779,미아(서울사이버대학)
3322,9780,미아(서울사이버대학)
3323,9781,미아사거리
3324,9782,미아사거리
3325,9783,미아(서울사이버대학)
3326,9784,수유(강북구청)
3327,9785,미아(서울사이버대학)
3328,9786,미아(서울사이버대학)
3329,9787,미아사거리
3330,9788,미아사거리
3331,9789,미아(서울사이버대학)
3332,9790,수유(강북구청)
3333,9791,미아(서울사이버대학)
3334,9792,미아(서울사이버대학)
3335,9793,미아사거리
3336,9794,미아사거리
3337,9795,미아(서울사이버대학)
3338,9798,미아(서울사이버대학)
3339,9799,미아(서울사이버대학)
3340,9800,미아사거리
3341,9801,미아사거리
3342,9802,미아(서울사이버대학)
3343,9803,미아(서울사이버대학)
3344,9804,수유(강북구청)
3345,9805,미아(서울사이버대학)
3346,9806,미아(서울사이버대학)
3347,9807,미아사거리
3348,9808,미아사거리
3349,9809,미아(서울사이버대학)
3350,9810,미아(서울사이버대학)
3351,9811,수유(강북구청)
3352,9812,미아(서울사이버대학)
3353,9813,미아(서울사이버대학)
3354,9814,미아(서울사이버대학)
3355,9815,수유(강북구청)
3356,9817,미아(서울사이버대학)
3357,9818,미아사거리
3358,9819,미아(서울사이버대학)
3359,9820,미아(서울사이버대학)
3360,9821,수유(강북구청)
3361,9822,수유(강북구청)
3362,9823,수유(강북구청)
3363,9824,미아(서울사이버대학)
3364,9825,미아사거리
3365,9826,미아(서울사이버대학)
3366,9827,미아(서울사이버대학)
3367,9828,수유(강북구청)
3368,9829,수유(강북구청)
3369,9830,미아(서울사이버대학)
3370,9831,수유(강북구청)
3371,9832,수유(강북구청)
3372,9833,쌍문
3373,9834,수유(강북구청)
3374,9835,미아(서울사이버대학)
3375,9836,미아(서울사이버대학)
3376,9837,수유(강북구청)
3377,9838,수유(강북구청)
3378,9839,미아(서울사이버대학)
3379,9840,미아(서울사이버대학)
3380,9841,미아(서울사이버대학)
3381,9842,미아사거리
3382,9843,미아(서울사이버대학)
3383,9844,수유(강북구청)
3384,9845,수유(강북구청)
3385,9847,미아(서울사이버대학)
3386,9848,미아(서울사이버대학)
3387,9851,수유(강북구청)
3388,9852,수유(강북구청)
3389,9853,미아(서울사이버대학)
3390,9854,미아(서울사이버대학)
3391,9855,미아사거리
3392,9856,수유(강북구청)
3393,9857,수유(강북구청)
3394,9859,미아(서울사이버대학)
3395,9860,미아사거리
3396,9861,수유(강북구청)
3397,9862,수유(강북구청)
3398,9863,미아(서울사이버대학)
3399,9864,미아(서울사이버대학)
3400,9865,미아(서울사이버대학)
3401,9867,수유(강북구청)
3402,9868,미아(서울사이버대학)
3403,9870,미아(서울사이버대학)
3404,9871,수유(강북구청)
3405,9872,미아(서울사이버대학)
3406,9873,미아(서울사이버대학)
3407,9874,미아(서울사이버대학)
3408,9875,수유(강북구청)
3409,9876,미아(서울사이버대학)
3410,9877,수유(강북구청)
3411,9878,미아(서울사이버대학)
3412,9879,미아(서울사이버대학)
3413,9880,수유(강북구청)
3414,9881,미아(서울사이버대학)
3415,9882,미아(서울사이버대학)
3416,9883,미아(서울사이버대학)
3417,9884,미아(서울사이버대학)
3418,9885,미아사거리
3419,9886,미아사거리
3420,9887,미아사거리
3421,9888,미아사거리
3422,9889,미아사거리
3423,9890,미아사거리
3424,9891,미아사거리
3425,9892,미아사거리
3426,9893,미아사거리
3427,9894,미아사거리
3428,9895,수유(강북구청)
3429,9896,수유(강북구청)
3430,9897,미아(서울사이버대학)
3431,9898,미아(서울사이버대학)
3432,9899,미아(서울사이버대학)
3433,9903,수유(강북구청)
3434,9905,미아(서울사이버대학)
3435,9908,미아사거리
3436,9909,미아사거리
3437,9913,미아사거리
3438,9920,미아사거리
3439,9921,미아사거리
3440,9934,미아사거리
3441,9935,미아사거리
3442,9936,미아(서울사이버대학)
3443,9937,미아(서울사이버대학)
3444,9938,미아(서울사이버대학)
3445,9939,미아(서울사이버대학)
3446,9940,미아(서울사이버대학)
3447,9941,미아(서울사이버대학)
3448,9942,미아(서울사이버대학)
3449,9943,미아(서울사이버대학)
3450,9944,미아(서울사이버대학)
3451,9945,미아(서울사이버대학)
3452,9946,미아(서울사이버대학)
3453,9947,미아(서울사이버대학)
3454,9948,미아(서울사이버대학)
3455,9949,미아사거리
3456,9950,미아(서울사이버대학)
3457,9978,미아사거리
3458,9994,미아사거리
3459,9999,수유(강북구청)
3460,10001,도봉산
3461,10002,도봉산
3462,10003,도봉산
3463,10004,도봉산
3464,10005,수락산
3465,10006,수락산
3466,10007,수락산
3467,10008,수락산
3468,10009,마들
3469,10010,마들
3470,10011,창동
3471,10012,창동
3472,10013,쌍문
3473,10014,쌍문
3474,10015,쌍문
3475,10016,쌍문
3476,10017,쌍문
3477,10018,쌍문
3478,10019,마들
3479,10020,마들
3480,10103,도봉산
3481,10104,도봉산
3482,10105,중계
3483,10107,수락산
3484,10108,수락산
3485,10109,수락산
3486,10110,수락산
3487,10111,마들
3488,10113,마들
3489,10114,마들
3490,10115,창동
3491,10116,창동
3492,10117,창동
3493,10118,창동
3494,10119,쌍문
3495,10120,쌍문
3496,10121,쌍문
3497,10122,쌍문
3498,10124,쌍문
3499,10126,쌍문
3500,10127,쌍문
3501,10129,수락산
3502,10130,수락산
3503,10131,수락산
3504,10132,수락산
3505,10133,마들
3506,10134,마들
3507,10135,마들
3508,10136,마들
3509,10137,창동
3510,10138,창동
3511,10139,창동
3512,10140,창동
3513,10141,창동
3514,10142,창동
3515,10143,창동
3516,10144,창동
3517,10145,창동
3518,10146,창동
3519,10147,창동
3520,10148,창동
3521,10149,창동
3522,10150,창동
3523,10151,창동
3524,10152,창동
3525,10153,도봉산
3526,10154,도봉산
3527,10155,도봉산
3528,10156,수락산
3529,10157,수락산
3530,10158,수락산
3531,10159,수락산
3532,10160,수락산
3533,10161,수락산
3534,10162,수락산
3535,10163,마들
3536,10164,수락산
3537,10165,마들
3538,10166,마들
3539,10167,마들
3540,10168,마들
3541,10172,쌍문
3542,10173,창동
3543,10174,창동
3544,10175,쌍문
3545,10176,쌍문
3546,10177,쌍문
3547,10178,쌍문
3548,10179,창동
3549,10180,창동
3550,10181,창동
3551,10182,창동
3552,10183,창동
3553,10184,쌍문
3554,10185,쌍문
3555,10186,쌍문
3556,10187,쌍문
3557,10188,쌍문
3558,10189,쌍문
3559,10190,쌍문
3560,10191,쌍문
3561,10192,쌍문
3562,10193,창동
3563,10194,창동
3564,10195,창동
3565,10196,창동
3566,10197,창동
3567,10198,마들
3568,10199,마들
3569,10200,쌍문
3570,10201,쌍문
3571,10202,쌍문
3572,10203,쌍문
3573,10204,쌍문
3574,10205,쌍문
3575,10206,쌍문
3576,10207,쌍문
3577,10208,쌍문
3578,10209,쌍문
3579,10210,쌍문
3580,10211,쌍문
3581,10212,쌍문
3582,10213,쌍문
3583,10214,쌍문
3584,10215,쌍문
3585,10216,쌍문
3586,10217,쌍문
3587,10218,쌍문
3588,10219,수유(강북구청)
3589,10221,수유(강북구청)
3590,10222,수유(강북구청)
3591,10223,수유(강북구청)
3592,10224,쌍문
3593,10225,쌍문
3594,10226,쌍문
3595,10227,쌍문
3596,10228,창동
3597,10229,창동
3598,10231,창동
3599,10232,창동
3600,10234,창동
3601,10235,창동
3602,10236,창동
3603,10241,창동
3604,10242,창동
3605,10244,쌍문
3606,10245,쌍문
3607,10246,쌍문
3608,10247,쌍문
3609,10248,쌍문
3610,10249,쌍문
3611,10250,수유(강북구청)
3612,10251,수유(강북구청)
3613,10252,수유(강북구청)
3614,10253,수유(강북구청)
3615,10256,쌍문
3616,10257,쌍문
3617,10258,쌍문
3618,10259,쌍문
3619,10260,쌍문
3620,10261,쌍문
3621,10262,쌍문
3622,10263,쌍문
3623,10264,쌍문
3624,10265,창동
3625,10266,창동
3626,10269,창동
3627,10270,창동
3628,10271,쌍문
3629,10272,창동
3630,10273,창동
3631,10276,쌍문
3632,10277,쌍문
3633,10278,창동
3634,10279,창동
3635,10280,미아(서울사이버대학)
3636,10281,미아(서울사이버대학)
3637,10282,미아(서울사이버대학)
3638,10283,미아(서울사이버대학)
3639,10284,미아(서울사이버대학)
3640,10285,미아(서울사이버대학)
3641,10286,미아(서울사이버대학)
3642,10287,미아(서울사이버대학)
3643,10292,창동
3644,10293,창동
3645,10294,창동
3646,10295,창동
3647,10296,마들
3648,10297,창동
3649,10298,창동
3650,10299,창동
3651,10301,수유(강북구청)
3652,10302,쌍문
3653,10303,수락산
3654,10304,창동
3655,10305,쌍문
3656,10306,쌍문
3657,10309,창동
3658,10310,창동
3659,10311,수유(강북구청)
3660,10312,수유(강북구청)
3661,10313,수유(강북구청)
3662,10314,수유(강북구청)
3663,10315,쌍문
3664,10317,도봉산
3665,10320,창동
3666,10321,쌍문
3667,10325,쌍문
3668,10330,쌍문
3669,10331,쌍문
3670,10333,창동
3671,10334,창동
3672,10335,창동
3673,10336,수유(강북구청)
3674,10337,쌍문
3675,10339,도봉산
3676,10340,도봉산
3677,10341,도봉산
3678,10502,쌍문
3679,10503,쌍문
3680,10504,쌍문
3681,10505,쌍문
3682,10506,쌍문
3683,10507,창동
3684,10508,쌍문
3685,10509,수유(강북구청)
3686,10510,쌍문
3687,10511,쌍문
3688,10512,쌍문
3689,10514,쌍문
3690,10515,쌍문
3691,10516,쌍문
3692,10517,쌍문
3693,10519,쌍문
3694,10520,쌍문
3695,10521,쌍문
3696,10522,수유(강북구청)
3697,10525,쌍문
3698,10526,쌍문
3699,10527,수유(강북구청)
3700,10528,수유(강북구청)
3701,10529,창동
3702,10530,쌍문
3703,10531,쌍문
3704,10532,수유(강북구청)
3705,10533,수유(강북구청)
3706,10535,쌍문
3707,10536,쌍문
3708,10537,수유(강북구청)
3709,10538,마들
3710,10539,쌍문
3711,10540,마들
3712,10541,쌍문
3713,10542,쌍문
3714,10543,마들
3715,10546,쌍문
3716,10549,마들
3717,10550,쌍문
3718,10551,쌍문
3719,10553,창동
3720,10554,수락산
3721,10555,수락산
3722,10556,쌍문
3723,10557,쌍문
3724,10560,수락산
3725,10561,수락산
3726,10562,쌍문
3727,10563,쌍문
3728,10564,쌍문
3729,10565,쌍문
3730,10567,수락산
3731,10568,수락산
3732,10569,쌍문
3733,10570,쌍문
3734,10572,수락산
3735,10573,수락산
3736,10575,쌍문
3737,10577,수락산
3738,10578,수락산
3739,10580,쌍문
3740,10582,쌍문
3741,10583,수유(강북구청)
3742,10584,쌍문
3743,10585,도봉산
3744,10586,수락산
3745,10587,쌍문
3746,10588,쌍문
3747,10589,쌍문
3748,10590,쌍문
3749,10592,도봉산
3750,10593,수락산
3751,10594,수유(강북구청)
3752,10595,쌍문
3753,10597,쌍문
3754,10598,수유(강북구청)
3755,10599,창동
3756,10600,도봉산
3757,10604,수락산
3758,10612,쌍문
3759,10617,창동
3760,10637,쌍문
3761,10638,도봉산
3762,10657,쌍문
3763,10667,수락산
3764,10697,쌍문
3765,10698,도봉산
3766,10700,창동
3767,10701,창동
3768,10702,창동
3769,10703,창동
3770,10704,창동
3771,10705,쌍문
3772,10706,창동
3773,10707,창동
3774,10710,창동
3775,10711,창동
3776,10712,쌍문
3777,10713,창동
3778,10714,창동
3779,10722,도봉산
3780,10726,쌍문
3781,10727,쌍문
3782,10734,수유(강북구청)
3783,10735,수락산
3784,10736,창동
3785,10737,도봉산
3786,10740,마들
3787,10744,도봉산
3788,10745,쌍문
3789,10747,쌍문
3790,10754,수유(강북구청)
3791,10756,쌍문
3792,10757,도봉산
3793,10775,쌍문
3794,10777,수유(강북구청)
3795,10778,도봉산
3796,10779,쌍문
3797,10780,수유(강북구청)
3798,10781,도봉산
3799,10782,쌍문
3800,10783,쌍문
3801,10784,쌍문
3802,10785,쌍문
3803,10786,도봉산
3804,10787,수락산
3805,10789,수유(강북구청)
3806,10790,쌍문
3807,10791,도봉산
3808,10792,수락산
3809,10793,쌍문
3810,10797,수락산
3811,10798,쌍문
3812,10799,도봉산
3813,10800,수락산
3814,10801,쌍문
3815,10802,도봉산
3816,10803,수락산
3817,10804,쌍문
3818,10805,수락산
3819,10806,쌍문
3820,10807,수락산
3821,10808,쌍문
3822,10809,수락산
3823,10810,도봉산
3824,10811,수락산
3825,10812,도봉산
3826,10813,마들
3827,10814,수락산
3828,10815,마들
3829,10816,수락산
3830,10817,마들
3831,10818,수락산
3832,10819,마들
3833,10820,수락산
3834,10821,마들
3835,10822,수락산
3836,10824,수락산
3837,10825,창동
3838,10826,수락산
3839,10828,수락산
3840,10830,창동
3841,10834,수유(강북구청)
3842,10836,수유(강북구청)
3843,10837,창동
3844,10838,쌍문
3845,10840,쌍문
3846,10841,수유(강북구청)
3847,10842,수유(강북구청)
3848,10843,마들
3849,10997,창동
3850,10999,마들
3851,11101,공릉(서울과학기술대)
3852,11102,공릉(서울과학기술대)
3853,11103,태릉입구
3854,11104,태릉입구
3855,11105,태릉입구
3856,11106,태릉입구
3857,11107,태릉입구
3858,11108,태릉입구
3859,11109,태릉입구
3860,11110,공릉(서울과학기술대)
3861,11111,공릉(서울과학기술대)
3862,11112,태릉입구
3863,11113,화랑대(서울여대입구)
3864,11114,화랑대(서울여대입구)
3865,11115,태릉입구
3866,11116,태릉입구
3867,11117,태릉입구
3868,11118,화랑대(서울여대입구)
3869,11119,공릉(서울과학기술대)
3870,11120,공릉(서울과학기술대)
3871,11121,공릉(서울과학기술대)
3872,11122,공릉(서울과학기술대)
3873,11123,공릉(서울과학기술대)
3874,11124,공릉(서울과학기술대)
3875,11125,공릉(서울과학기술대)
3876,11126,공릉(서울과학기술대)
3877,11127,공릉(서울과학기술대)
3878,11128,공릉(서울과학기술대)
3879,11129,화랑대(서울여대입구)
3880,11130,태릉입구
3881,11131,화랑대(서울여대입구)
3882,11132,화랑대(서울여대입구)
3883,11133,화랑대(서울여대입구)
3884,11134,화랑대(서울여대입구)
3885,11135,화랑대(서울여대입구)
3886,11136,화랑대(서울여대입구)
3887,11137,화랑대(서울여대입구)
3888,11138,화랑대(서울여대입구)
3889,11139,화랑대(서울여대입구)
3890,11140,화랑대(서울여대입구)
3891,11141,화랑대(서울여대입구)
3892,11142,화랑대(서울여대입구)
3893,11143,화랑대(서울여대입구)
3894,11144,봉화산(서울의료원)
3895,11145,봉화산(서울의료원)
3896,11146,봉화산(서울의료원)
3897,11147,봉화산(서울의료원)
3898,11148,봉화산(서울의료원)
3899,11149,봉화산(서울의료원)
3900,11150,봉화산(서울의료원)
3901,11151,봉화산(서울의료원)
3902,11152,봉화산(서울의료원)
3903,11153,봉화산(서울의료원)
3904,11154,봉화산(서울의료원)
3905,11155,봉화산(서울의료원)
3906,11156,봉화산(서울의료원)
3907,11157,공릉(서울과학기술대)
3908,11158,화랑대(서울여대입구)
3909,11159,공릉(서울과학기술대)
3910,11160,공릉(서울과학기술대)
3911,11161,공릉(서울과학기술대)
3912,11162,공릉(서울과학기술대)
3913,11163,공릉(서울과학기술대)
3914,11164,공릉(서울과학기술대)
3915,11165,공릉(서울과학기술대)
3916,11166,공릉(서울과학기술대)
3917,11167,공릉(서울과학기술대)
3918,11168,공릉(서울과학기술대)
3919,11169,공릉(서울과학기술대)
3920,11170,공릉(서울과학기술대)
3921,11171,하계
3922,11172,공릉(서울과학기술대)
3923,11173,공릉(서울과학기술대)
3924,11174,공릉(서울과학기술대)
3925,11175,공릉(서울과학기술대)
3926,11176,공릉(서울과학기술대)
3927,11177,공릉(서울과학기술대)
3928,11178,하계
3929,11180,마들
3930,11181,마들
