,역명,지하철역
4325,고대구로병원후문,대림(구로구청)
4326,대림역,대림(구로구청)
4327,영서중학교,대림(구로구청)
4328,구로두산아파트,남구로
4329,구로종합사회복지관,남구로
4330,남구로역,남구로
4331,한국산업단지공단.이마트구로점,구로디지털단지
4332,고용노동부관악지청.이마트구로점,구로디지털단지
4333,디지털산업1단지,구로디지털단지
4334,만민중앙교회,남구로
4335,디지털단지오거리,남구로
4336,퀸즈빌,천왕
4337,가리봉시장,남구로
4338,구로4동자치회관,남구로
4339,구로시장,남구로
4340,구로4동우체국.고대구로병원정문,남구로
4341,구로119안전센터,대림(구로구청)
4342,우리유앤미아파트,대림(구로구청)
4343,구로변전소.구로초등학교,대림(구로구청)
4344,쌍용구로정비사업소,신도림
4345,구로역.AK플라자,신도림
4346,구로역.구로기계공구상가,신도림
4347,기업은행구로중앙지점,도림천
4348,두암빌라,온수(성공회대입구)
4349,항동우남퍼스트빌,온수(성공회대입구)
4350,신도림중학교,신도림
4351,구로역,신도림
4352,초롱타운회전교차로,대림(구로구청)
4353,솔길공원,남구로
4354,GS25,남구로
4355,한일유앤아이아파트,가산디지털단지
4356,개봉사거리,천왕
4357,경인중학교,천왕
4358,개봉치안센터,천왕
4359,오류1동주민센터.오류문화센터,천왕
4360,오류동역,천왕
4361,씨티월드,천왕
4362,오류지구대.신오류주유소,천왕
4363,서울가든빌라앞,온수(성공회대입구)
4364,성공회대학교유한공고앞,온수(성공회대입구)
4365,연세중앙교회,천왕
4366,구로청소년문화의집,천왕
4367,구로청소년문화의집.구로검사소,천왕
4368,우신고등학교,온수(성공회대입구)
4369,온수역,온수(성공회대입구)
4370,온수동새마을금고,온수(성공회대입구)
4371,정진학교.온수힐스테이트아파트,온수(성공회대입구)
4372,수궁동주민센터,온수(성공회대입구)
4373,수궁119안전센터,온수(성공회대입구)
4374,예림디자인고.오류고.서울공연예술고,온수(성공회대입구)
4375,서서울생활과학고.궁동도서관,온수(성공회대입구)
4376,오남중학교.삼미주택,천왕
4377,오남중학교,천왕
4378,구로우체국.이펜하우스5단지후문,천왕
4379,천왕역,천왕
4380,오류2동주민센터,천왕
4381,오류2동새마을금고,천왕
4382,대원주유소,광명사거리
4383,현대아파트.개봉중앙시장,광명사거리
4384,덕의초등학교,양천구청
4385,고척근린공원,양천구청
4386,고척근린공원.고척도서관,양천구청
4387,세곡초등학교,신정네거리
4388,개봉푸르지오아파트,천왕
4389,고척근린시장,천왕
4390,용두연립,천왕
4391,우리유엔미아파트,대림(구로구청)
4392,고척파크푸르지오아파트,양천구청
4393,고척시장,양천구청
4394,고척중학교,양천구청
4395,연희미용고등학교,구로디지털단지
4396,구일우성아파트,남구로
4397,개봉역,광명사거리
4398,개봉1동사거리,천왕
4399,구로1동우체국,남구로
4400,디지털단지입구,가산디지털단지
4401,구로보건소,대림(구로구청)
4402,궁동삼거리,온수(성공회대입구)
4403,개봉고가,천왕
4404,구로남초등학교,남구로
4405,동양빌라,온수(성공회대입구)
4406,남구로역6번출구,남구로
4407,궁동입구,천왕
4408,AK플라자,신도림
4409,제중병원,신도림
4410,구로중앙하이츠아파트.화원복지관,대림(구로구청)
4411,신동아미래지움아파트,신도림
4412,초롱타운아파트,대림(구로구청)
4413,온수동종점,온수(성공회대입구)
4414,신도림생활체육관.우성3차아파트,도림천
4415,우성3차아파트,도림천
4416,구로중학교,대림(구로구청)
4417,우신고등학교후문,온수(성공회대입구)
4418,윤성빌라,온수(성공회대입구)
4419,궁동사회복지관,온수(성공회대입구)
4420,원각사입구,온수(성공회대입구)
4421,동부골든아파트,천왕
4422,거성푸르뫼아파트,천왕
4423,오류동삼거리,천왕
4424,동부골든.한신플러스타운,천왕
4425,구로역.나인스애비뉴,신도림
4426,동부골든아파트후문,천왕
4427,항동하버라인3단지,온수(성공회대입구)
4428,푸른수목원,온수(성공회대입구)
4429,항동복합행정센터,온수(성공회대입구)
4430,푸른수목원후문.저수지앞,온수(성공회대입구)
4431,매화빌라,온수(성공회대입구)
4432,그린빌라정문,온수(성공회대입구)
4433,항동중흥S클래스,온수(성공회대입구)
4434,항동하버라인2단지,온수(성공회대입구)
4435,연지타운2단지,천왕
4436,삼각공원,신도림
4437,고척고교.한일유앤아이.삼익아파트,신정네거리
4438,삼덕마을입구,신정네거리
4439,그랜드아파트.홍진연립,신정네거리
4440,오류중학교,신정네거리
4441,연지마을,천왕
4442,서울남부교정시설,천왕
4443,오류남초등학교후문,천왕
4444,서울남부교정시설입구,광명사거리
4445,천왕이펜하우스6단지후문,광명사거리
4446,미래여성병원,천왕
4447,동부그린아파트,천왕
4448,송기산내과의원.기업은행365코너,천왕
4449,1호선구일역,남구로
4450,구로우성APT,남구로
4451,연지마을.삼성부동산,천왕
4452,경서농협앞,양천구청
4453,구388버스정류장,천왕
4454,대림역4번출구,대림(구로구청)
4455,동아1차APT105동,도림천
4456,오류역,천왕
4457,개봉한진아파트.기점,광명사거리
4458,구.사조참치,구로디지털단지
4459,123전자타운.2001아울렛,양천구청
4460,개봉3동주민센터,광명사거리
4461,국민은행.구로구민회관.구로아트밸리,대림(구로구청)
4462,남부종합상가,천왕
4463,고척공구상가,양천구청
4464,개봉전화국,광명사거리
4465,세븐일레븐편의점,광명사거리
4466,대림6차태영프라자,신도림
4467,영등포구치소,양천구청
4468,개봉1동주민센터,천왕
4469,보람아파트,구로디지털단지
4470,개봉역.림괄아파트,광명사거리
4471,덕의초등학교.고척동성당,양천구청
4472,이마트,천왕
4473,구로고대병원정문,남구로
4474,대림5차아파트.신도림주민센터,도림천
4475,오류2동주민센터.오류남초교,천왕
4476,새마을금고사거리,양천구청
4477,삼환로노즈빌아파트,양천구청
4478,낙원할인마트,천왕
4479,오류고등학교.수궁동복지회관,온수(성공회대입구)
4480,경북슈퍼마켓,광명사거리
4481,대림5차아파트702동,도림천
4482,남부교회,천왕
4483,서울가든아파트,양천구청
4484,성화단지앞,양천구청
4485,현대별장맨션타운4차.덕성교회,온수(성공회대입구)
4486,구로2동지하차도입구,남구로
4487,대림3차아파트,도림천
4488,고척1동주민센터.한효아파트,양천구청
4489,개봉1치안센터,신정네거리
4490,우신중.고후문,온수(성공회대입구)
4491,항동중학교,온수(성공회대입구)
4492,한일유엔아이APT.현대로얄APT,가산디지털단지
4493,신도림미성아파트,도림천
4494,금강수목원아파트정문.동도아트빌,천왕
4495,청구아파트후문,양천구청
4496,경남아파트앞,양천구청
4497,삼원목욕탕,신정네거리
4498,온수초교후문,온수(성공회대입구)
4499,월드아파트,도림천
4500,서해그랑블아파트.금강수목원아파트후문,천왕
4501,양우아파트,양천구청
4502,센추리아파트,양천구청
4503,고척2동주민센터.고척지구대,양천구청
4504,철산교앞,광명사거리
4505,오류동교회,천왕
4506,리가아파트,양천구청
4507,덕의공원,양천구청
4508,현대IPARK후문,광명사거리
4509,건강약국,천왕
4510,항아리,대림(구로구청)
4511,한일유엔아이APT,가산디지털단지
4512,럭비구장,온수(성공회대입구)
4513,세양청마루아파트,양천구청
4514,진성아파트,양천구청
4515,현대IPARK정문,광명사거리
4516,개봉중학교,천왕
4517,경남1차.중앙하이츠아파트,양천구청
4518,구민체육센터후문,양천구청
4519,현대2차APT,광명사거리
4520,거성아파트,천왕
4521,GS25.한신아파트,남구로
4522,구로고.구로도서관,대림(구로구청)
4523,오류동역2번출구,천왕
4524,우림필유아파트,천왕
4525,동부에이스,천왕
4526,개봉푸르지오후문,천왕
4527,쉐라톤서울디큐브시티호텔,신도림
4528,개봉푸르지오정문,천왕
4529,신도림역.아이파크아파트,신도림
4530,동아2차아파트상가,신도림
4531,동진빌라.오정초등학교,온수(성공회대입구)
4532,마젤란아파트.예인학원앞,양천구청
4533,정도주택,천왕
4534,신세기아파트,천왕
4535,개웅어린이공원,광명사거리
4536,거성슈퍼,천왕
4537,대림그린빌라,천왕
4538,구로보건소.금호새솔아파트,대림(구로구청)
4539,구로공구상가,도림천
4540,한화비즈메트로,남구로
4541,한국산업기술시험원.디지털탑프라자,구로디지털단지
4542,구로디지털단지우체국,구로디지털단지
4543,JNK디지털타워,구로디지털단지
4544,에이스하이엔드타워2차,구로디지털단지
4545,에이스하이엔드타워1차,남구로
4546,남부교도소,천왕
4547,삼성부동산.천왕2지구,천왕
4548,작은굴다리,천왕
4549,하이츠.영화.우방.한국현대,남구로
4550,유한공고.성공회대앞,온수(성공회대입구)
4551,우성꿈동산.산업인아파트,양천구청
4552,거성푸르뫼아파트입구,천왕
4553,삼성그린빌라,천왕
4554,구로구민회관,대림(구로구청)
4555,동삼빌라,온수(성공회대입구)
4556,천왕이펜하우스5단지,천왕
4557,천왕이펜하우스3단지,천왕
4558,천왕이펜하우스2단지,천왕
4559,구로우체국.이펜하우스3단지후문,천왕
4560,금강수목원아파트,천왕
4561,덕성빌라,천왕
4562,현대상선.구일중학교,남구로
4563,한일한의원,양천구청
4564,항동하버라인10단지,온수(성공회대입구)
4565,큰굴다리,천왕
4566,한양수자인아파트앞,온수(성공회대입구)
4567,선경아트빌라,천왕
4568,디지털1단지,구로디지털단지
4569,코오롱싸이언스밸리.베스트웨스턴구로호텔,구로디지털단지
4570,베스트웨스턴구로호텔코오롱싸이언스밸리,구로디지털단지
4571,유풍약국,양천구청
4572,구민체육관후문,양천구청
4573,개봉교입구,광명사거리
4574,크로바마트,천왕
4575,동구로새마을금고,대림(구로구청)
4576,서울수목원현대홈타운,온수(성공회대입구)
4577,동양미래대학.성심병원,양천구청
4578,대원카센터,광명사거리
4579,구로주공APT,남구로
4580,구로시장.남구로시장,대림(구로구청)
4581,청구아파트.동아한신아파트,양천구청
4582,한진APT후문,광명사거리
4583,롯데시티호텔구로,구로디지털단지
4584,성락교회크리스천선교센터,도림천
4585,구로3동주민센터.삼성래미안아파트,남구로
4586,별장쉐르빌앞,천왕
4587,덕일전자공업고등학교,천왕
4588,개명초교,광명사거리
4589,항동하버라인3단지아파트,온수(성공회대입구)
4590,해피랜드,남구로
4591,천왕이펜하우스3단지입구,천왕
4592,신도림동아3차아파트,도림천
4593,우신중고등학교후문,온수(성공회대입구)
4594,구로역애경백화점,신도림
4595,오류동입구,천왕
4596,개봉역입구,광명사거리
4597,개봉교,광명사거리
4598,고척사거리.고척파크프리지오,양천구청
4599,대상APT,광명사거리
4600,구로시장.남구로시장입구,남구로
4601,에이스테크노타워,구로디지털단지
4602,보성운수기종점,대림(구로구청)
4603,영화APT,광명사거리
4604,대우자동차정비소,남구로
4605,고척초등학교,양천구청
4606,남부주유소,광명사거리
4607,신도림역2번출구,신도림
4608,구로고대병원후문,대림(구로구청)
4609,구로3동현대아파트,구로디지털단지
4610,공구상가,양천구청
4611,구로디지털단지입구,구로디지털단지
4612,삼환로즈빌아파트,양천구청
4613,문성골,구로디지털단지
4614,구로구청후문,대림(구로구청)
4615,강서수도사업소.민원센터,대림(구로구청)
4616,대림1.2차아파트,도림천
4617,동아1차아파트102동,도림천
4618,동아1차아파트105동,도림천
4619,금강수목원아파트정문,천왕
4620,구로주공.구일우성APT,남구로
4621,구로1동주민센터.연예인APT,남구로
4622,천왕이펜하우스5단지입구,천왕
