,표준버스정류장ID,지하철역
0,100000001,종로3가(탑골공원)
1,100000002,혜화
2,100000003,혜화
3,100000004,을지로3가
4,100000005,한성대입구(삼선교)
5,101000305,서대문
6,100000380,서대문
7,100000379,서대문
8,100000384,광화문(세종문화회관)
9,100000385,광화문(세종문화회관)
10,100000386,종각
11,100000387,종각
12,100000388,종각
13,100000389,종로3가(탑골공원)
14,100000390,종로3가(탑골공원)
15,100000391,종로3가
16,100000392,종로3가
17,100000393,종로3가
18,100000394,종로5가
19,100000395,종로5가
20,100000396,종로5가
21,100000397,종로5가
22,100000398,동대문
23,100000365,동대문
24,100000366,동묘앞
25,100000367,동묘앞
26,100000006,경복궁(정부서울청사)
27,100000007,경복궁(정부서울청사)
28,100000008,경복궁(정부서울청사)
29,100000009,경복궁(정부서울청사)
30,100000010,경복궁(정부서울청사)
31,100000011,무악재
32,100000012,무악재
33,100000013,경복궁(정부서울청사)
34,100000014,경복궁(정부서울청사)
35,100000015,경복궁(정부서울청사)
36,100000016,경복궁(정부서울청사)
37,100000017,경복궁(정부서울청사)
38,100000018,경복궁(정부서울청사)
39,100000019,경복궁(정부서울청사)
40,100000020,경복궁(정부서울청사)
41,100000021,경복궁(정부서울청사)
42,100000022,광화문(세종문화회관)
43,100000023,광화문(세종문화회관)
44,100000025,광화문(세종문화회관)
45,100000028,광화문(세종문화회관)
46,100000029,광화문(세종문화회관)
47,100000030,광화문(세종문화회관)
48,100000031,광화문(세종문화회관)
49,100000032,경복궁(정부서울청사)
50,100000033,경복궁(정부서울청사)
51,100000034,광화문(세종문화회관)
52,100000035,안국
53,100000036,안국
54,100000037,녹번
55,100000038,홍제
56,100000039,홍제
57,100000040,홍제
58,100000041,홍제
59,100000042,홍제
60,100000043,무악재
61,100000044,무악재
62,100000045,홍제
63,100000046,홍제
64,100000047,홍제
65,100000048,홍제
66,100000049,홍제
67,100000051,녹번
68,100000053,녹번
69,100000054,녹번
70,100000055,녹번
71,100000056,녹번
72,100000057,녹번
73,100000058,녹번
74,100000059,녹번
75,100000060,홍제
76,100000061,홍제
77,100000062,홍제
78,100000063,홍제
79,100000064,한성대입구(삼선교)
80,100000065,한성대입구(삼선교)
81,100000066,홍제
82,100000067,홍제
83,100000068,홍제
84,100000069,홍제
85,100000376,서대문
86,100000072,독립문
87,100000073,서대문
88,100000368,서대문
89,100000075,독립문
90,100000076,안국
91,100000077,종각
92,100000078,종각
93,100000079,을지로3가
94,100000080,을지로4가
95,100000081,종로5가
96,100000102,종로5가
97,100000103,안국
98,100000104,안국
99,100000105,종각
100,100000106,종각
101,100000107,안국
102,100000108,종로5가
103,100000109,종로5가
104,100000116,종로5가
105,100000117,종로5가
106,100000118,동대문
107,100000119,동대문
108,100000121,동대문
109,100000122,종로5가
110,100000123,혜화
111,100000124,혜화
112,100000125,혜화
113,100000126,혜화
114,100000127,종로5가
115,100000128,혜화
116,100000129,종로5가
117,100000130,혜화
118,100000131,혜화
119,100000132,혜화
120,100000133,혜화
121,100000135,동묘앞
122,100000139,동묘앞
123,100000140,동묘앞
124,101000307,을지로3가
125,100000142,창신
126,100000143,창신
127,100000144,동묘앞
128,100000147,신설동
129,100000364,동묘앞
130,100000150,녹번
131,100000151,을지로4가
132,100000153,종로5가
133,100000154,광화문(세종문화회관)
134,100000155,종로3가
135,100000156,동대문
136,100000157,동대문
137,100000158,동묘앞
138,100000159,종로5가
139,100000165,동묘앞
140,100000169,종각
141,100000174,광화문(세종문화회관)
142,100000179,종로5가
143,100000180,녹번
144,100000181,독바위
145,100000188,홍제
146,100000189,홍제
147,100000190,동대문
148,100000191,신설동
149,100000192,을지로3가
150,100000193,동묘앞
151,100000355,한성대입구(삼선교)
152,100000370,안국
153,100000369,안국
154,100000371,안국
155,100000413,종로3가(탑골공원)
156,100900047,홍제
157,100900178,안국
158,100900041,경복궁(정부서울청사)
159,100900040,한성대입구(삼선교)
160,100900197,혜화
161,100900044,서대문
162,100900039,창신
163,100900037,안국
164,100900036,홍제
165,100900035,안국
166,100900034,경복궁(정부서울청사)
167,100900032,한성대입구(삼선교)
168,100900031,한성대입구(삼선교)
169,100900029,홍제
170,100900188,서대문
171,100900202,혜화
172,100900026,안국
173,100900025,녹번
174,100900024,안국
175,100900020,경복궁(정부서울청사)
176,100900021,한성대입구(삼선교)
177,100900017,한성대입구(삼선교)
178,100900016,녹번
179,100900015,서대문
180,100900013,창신
181,100900045,안국
182,100900011,안국
183,100900009,종로5가
184,100900007,안국
185,100900005,경복궁(정부서울청사)
186,100900046,혜화
187,100900003,한성대입구(삼선교)
188,100900072,녹번
189,100900071,서대문
190,100900070,창신
191,100900069,안국
192,100900068,안국
193,100900067,녹번
194,100900066,종로3가
195,100900174,안국
196,100900065,경복궁(정부서울청사)
197,100900064,혜화
198,100900063,혜화
199,100900062,녹번
200,100900061,독립문
201,100900060,창신
202,100900059,안국
203,100900058,안국
204,100900182,녹번
205,100900057,종로3가
206,100900056,안국
207,100900055,경복궁(정부서울청사)
208,100900054,녹번
209,100900186,독립문
210,100900053,창신
211,100900052,안국
212,100900217,종로3가(탑골공원)
213,100900051,종로3가(탑골공원)
214,100900050,녹번
215,100900049,독립문
216,100900206,창신
217,100900048,안국
218,100900097,녹번
219,100900096,종로5가
220,100900095,독바위
221,100900094,독립문
222,100900093,창신
223,100900092,안국
224,100900091,녹번
225,100900090,종로5가
226,100900089,독바위
227,100900088,독립문
228,100900086,안국
229,100900184,녹번
230,100900085,혜화
231,100900083,녹번
232,100900082,독립문
233,100900207,창신
234,100900081,안국
235,100900080,녹번
236,100900079,녹번
237,100900187,독립문
238,100900078,종로3가(탑골공원)
239,100900077,녹번
240,100900076,혜화
241,100900075,혜화
242,100900074,녹번
243,100900073,독립문
244,100900205,동묘앞
245,100900121,종로3가(탑골공원)
246,100900120,홍제
247,100900198,혜화
248,100900176,광화문(세종문화회관)
249,100900119,녹번
250,100900118,독립문
251,100900117,동대문
252,100900116,종각
253,100900115,녹번
254,100900177,경복궁(정부서울청사)
255,100900195,종로5가
256,100900199,혜화
257,100900114,독바위
258,100900113,경복궁(정부서울청사)
259,100900192,종로5가
260,100900112,홍제
261,100900179,안국
262,100900111,경복궁(정부서울청사)
263,100900110,혜화
264,100900109,독바위
265,100900108,경복궁(정부서울청사)
266,100900107,종로5가
267,100900106,종각
268,100900105,안국
269,100900104,경복궁(정부서울청사)
270,100900103,독바위
271,100000360,혜화
272,100000329,광화문(세종문화회관)
273,100000330,종각
274,100000333,종각
275,100000334,종로3가
276,100000335,종로3가
277,100000336,종로3가
278,100000338,종로5가
279,100900102,경복궁(정부서울청사)
280,100000343,경복궁(정부서울청사)
281,100000344,경복궁(정부서울청사)
282,100000345,안국
283,100000346,안국
284,100000347,안국
285,100000348,혜화
286,100900101,종로3가(탑골공원)
287,100900180,녹번
288,100900100,안국
289,100900099,경복궁(정부서울청사)
290,100900191,종로5가
291,100900098,독바위
292,100900145,경복궁(정부서울청사)
293,100900143,종로5가
294,100900144,안국
295,100900142,홍제
296,100900141,안국
297,100900140,경복궁(정부서울청사)
298,100900139,한성대입구(삼선교)
299,100900138,경복궁(정부서울청사)
300,100900137,종로5가
301,100900189,안국
302,100900135,안국
303,100900134,한성대입구(삼선교)
304,100900133,경복궁(정부서울청사)
305,100900131,안국
306,100900129,안국
307,100900128,종로5가
308,100900127,한성대입구(삼선교)
309,100900126,독립문
310,100900125,안국
311,100900215,독립문
312,100900181,무악재
313,100900124,한성대입구(삼선교)
314,100900123,독립문
315,100900122,동묘앞
316,100900168,안국
317,100900167,안국
318,100900166,무악재
319,100900165,한성대입구(삼선교)
320,100900164,서대문
321,100900163,창신
322,100900162,안국
323,100900161,홍제
324,100900160,한성대입구(삼선교)
325,100900159,서대문
326,100900157,안국
327,100900156,홍제
328,100900200,혜화
329,100900155,한성대입구(삼선교)
330,100900154,서대문
331,100900210,창신
332,100900153,안국
333,100900152,홍제
334,100900151,한성대입구(삼선교)
335,100900150,한성대입구(삼선교)
336,100900149,서대문
337,100900148,창신
338,100900147,안국
339,100900201,한성대입구(삼선교)
340,100900146,홍제
341,100900173,창신
342,100900172,안국
343,100900171,한성대입구(삼선교)
344,100900203,혜화
345,100900170,홍제
346,100900169,혜화
347,100900002,홍제
348,100900004,한성대입구(삼선교)
349,100900006,녹번
350,100900008,한성대입구(삼선교)
351,100900010,녹번
352,100900012,한성대입구(삼선교)
353,100900014,녹번
354,100900018,녹번
355,100900019,녹번
356,100900022,녹번
357,100900023,홍제
358,100900027,혜화
359,100900028,혜화
360,100900030,혜화
361,100900033,종로5가
362,100900204,혜화
363,100900214,독립문
364,100900038,혜화
365,100900043,혜화
366,100900042,혜화
367,100900211,종각
368,100900213,안국
369,100000375,종각
370,100000374,광화문(세종문화회관)
371,100000399,동대문
372,100000407,혜화
373,100000408,혜화
374,100000409,안국
375,100000410,안국
376,100000411,안국
377,100000412,광화문(세종문화회관)
378,100000401,경복궁(정부서울청사)
379,100000402,광화문(세종문화회관)
380,101000313,종각
381,100000403,종로3가(탑골공원)
382,100000404,종로3가
383,100000405,종로5가
384,100000406,동묘앞
385,105000553,신설동
386,100000400,경복궁(정부서울청사)
387,101000001,을지로3가
388,101000002,을지로3가
389,101000003,서울역
390,101000004,서울역
391,101000005,서울역
392,101000006,서울역
393,101000007,서울역
394,101000008,회현(남대문시장)
395,101000303,을지로입구
396,101000009,애오개
397,101000010,서울역
398,101000011,서울
399,101000012,서울
400,101000013,서울
401,101000014,서울
402,101000015,충정로(경기대입구)
403,101000016,서울
404,101000017,서울
405,101000018,서대문
406,101000300,동대입구
407,101000020,서대문
408,101000021,서울
409,101000022,서울
410,101000023,회현(남대문시장)
411,101000025,서울역
412,101000026,회현(남대문시장)
413,101000027,회현(남대문시장)
414,101000028,회현(남대문시장)
415,101000029,회현(남대문시장)
416,101000030,회현(남대문시장)
417,101000031,회현(남대문시장)
418,101000032,회현(남대문시장)
419,101000033,시청
420,101000034,회현(남대문시장)
421,101000035,시청
422,101000036,시청
423,101000037,시청
424,101000038,시청
425,101000039,시청
426,101000040,을지로입구
427,101000041,을지로입구
428,101000042,을지로입구
429,101000043,을지로입구
430,101000045,명동
431,101000046,회현(남대문시장)
432,101000047,회현(남대문시장)
433,101000048,명동
434,101000049,명동
435,101000050,명동
436,101000051,명동
437,101000052,충무로
438,101000053,충무로
439,101000054,충무로
440,101000055,충무로
441,101000056,충무로
442,101000057,을지로입구
443,101000058,을지로입구
444,101000059,을지로3가
445,101000060,을지로3가
446,101000061,을지로3가
447,101000062,을지로3가
448,101000063,을지로4가
449,101000064,을지로4가
450,101000065,을지로4가
451,101000066,을지로4가
452,101000067,을지로4가
453,101000068,종로5가
454,101000069,동대문역사문화공원
455,101000070,동대문역사문화공원
456,101000071,동대문역사문화공원
457,101000072,동대문역사문화공원
458,101000073,동대문역사문화공원
459,101000074,동대문역사문화공원
460,101000075,동대문역사문화공원
461,101000077,동대문역사문화공원
462,101000078,신당
463,101000079,신당
464,101000080,신당
465,101000081,신당
466,101000082,신당
467,101000083,신당
468,101000084,신당
469,101000085,청구
470,101000086,청구
471,101000087,청구
472,101000088,청구
473,101000089,약수
474,101000090,약수
475,101000091,약수
476,101000092,약수
477,101000093,약수
478,101000094,약수
479,101000095,버티고개
480,101000096,버티고개
481,101000294,약수
482,101000097,동대입구
483,101000098,동대입구
484,101000099,동대입구
485,101000100,동대입구
486,101000101,동대입구
487,101000102,동대입구
488,101000103,충무로
489,101000104,을지로4가
490,101000105,버티고개
491,101000106,버티고개
492,101000107,청구
493,101000108,청구
494,101000109,청구
495,101000110,청구
496,101000111,회현(남대문시장)
497,101000113,서울역
498,101000114,회현(남대문시장)
499,101000115,명동
500,101000116,명동
501,101000117,동대입구
502,101000295,약수
503,101000119,종각
504,101000120,을지로3가
505,101000121,을지로4가
506,101000122,종로5가
507,101000123,종로5가
508,101000124,동대문
509,101000125,동묘앞
510,101000128,회현(남대문시장)
511,101000130,동대문역사문화공원
512,101000131,버티고개
513,101000132,버티고개
514,101000135,을지로4가
515,101000136,동대문
516,101000137,충무로
517,101000141,을지로입구
518,101000147,신당
519,101000148,을지로입구
520,101000149,버티고개
521,101000150,신금호
522,101000151,신금호
523,101000152,신당
524,101000153,신당
525,101000154,신당
526,101000155,상왕십리
527,101000156,신당
528,101000157,서대문
529,101000160,회현(남대문시장)
530,101000163,종로5가
531,101000164,동묘앞
532,101000165,동대문역사문화공원
533,101000166,동대문역사문화공원
534,101000168,동묘앞
535,101000254,회현(남대문시장)
536,101000258,동대문
537,101000261,동대문역사문화공원
538,101000262,서대문
539,101000263,서울역
540,101000264,회현(남대문시장)
541,101000266,회현(남대문시장)
542,101000265,회현(남대문시장)
543,101000290,시청
544,101000292,을지로3가
545,101000293,동대입구
546,101000328,충무로
547,101900010,약수
548,101900009,광화문(세종문화회관)
549,101900011,시청
550,101900008,시청
551,101900012,서울
552,101900007,회현(남대문시장)
553,101900006,시청
554,101900005,신당
555,101900004,서울
556,101900017,서울
557,101900013,서울역
558,101900003,서울
559,101900002,신금호
560,101900001,신금호
561,101900023,금호
562,101900022,금호
563,101900021,약수
564,101900020,약수
565,101900019,약수
566,101900018,약수
567,101000173,회현(남대문시장)
568,101000277,을지로입구
569,101000298,시청
570,101000301,시청
571,101000275,시청
572,101000276,시청
573,101000273,동대입구
574,101000226,광화문(세종문화회관)
575,101000227,시청
576,101000229,서대문
577,101000230,서울
578,101000234,명동
579,101000244,충무로
580,101000245,회현(남대문시장)
581,101000246,을지로입구
582,101000247,서대문
583,101000250,서울
584,101000257,동대문역사문화공원
585,101000256,동대문역사문화공원
586,101000255,동대문역사문화공원
587,101000271,약수
588,101000270,회현(남대문시장)
589,101000269,서울
590,101000268,서울
591,101000279,시청
592,101000286,시청
593,101000288,회현(남대문시장)
594,101000287,회현(남대문시장)
595,101000289,동대문역사문화공원
596,101000297,동대문역사문화공원
597,101000296,동대문역사문화공원
598,101000299,동대문역사문화공원
599,101000316,광화문(세종문화회관)
600,101000317,시청
601,101000318,회현(남대문시장)
602,101000319,명동
603,101000320,충무로
604,101000321,동대입구
605,101000322,동대입구
606,101000324,동대문역사문화공원
607,101000325,명동
608,101000326,명동
609,101000308,동대문역사문화공원
610,101000309,을지로4가
611,101000310,을지로3가
612,101000311,을지로입구
613,101000312,을지로입구
614,101000314,신당
615,101000315,명동
616,102000001,신용산
617,102000002,신용산
618,102000003,신용산
619,102000004,신용산
620,102000005,신용산
621,102000006,삼각지
622,102000007,삼각지
623,102000008,삼각지
624,102000009,숙대입구(갈월)
625,102000010,숙대입구(갈월)
626,102000011,서울역
627,102000012,숙대입구(갈월)
628,102000018,숙대입구(갈월)
629,102000019,숙대입구(갈월)
630,102000026,신용산
631,102000029,신용산
632,102000030,서울역
633,102000031,서울역
634,102000032,숙대입구(갈월)
635,102000033,숙대입구(갈월)
636,102000034,숙대입구(갈월)
637,102000035,숙대입구(갈월)
638,102000036,숙대입구(갈월)
639,102000037,숙대입구(갈월)
640,102000038,신용산
641,102000039,신용산
642,102000040,신용산
643,102000041,신용산
644,102000042,효창공원앞
645,102000043,효창공원앞
646,102000044,효창공원앞
647,102000045,숙대입구(갈월)
648,102000046,숙대입구(갈월)
649,102000047,효창공원앞
650,102000048,효창공원앞
651,102000049,효창공원앞
652,102000050,효창공원앞
653,102000051,효창공원앞
654,102000052,효창공원앞
655,102000053,효창공원앞
656,102000054,녹사평(용산구청)
657,102000055,녹사평(용산구청)
658,102000056,녹사평(용산구청)
659,102000057,녹사평(용산구청)
660,102000058,녹사평(용산구청)
661,102000059,이태원
662,102000060,이태원
663,102000061,이태원
664,102000062,이태원
665,102000063,이촌(국립중앙박물관)
666,102000064,버티고개
667,102000065,한강진
668,102000066,한강진
669,102000067,한강진
670,102000068,한강진
671,102000069,한강진
672,102000070,한강진
673,102000071,한강진
674,102000072,한강진
675,102000073,회현(남대문시장)
676,102000074,회현(남대문시장)
677,102000075,숙대입구(갈월)
678,102000076,숙대입구(갈월)
679,102000077,숙대입구(갈월)
680,102000078,숙대입구(갈월)
681,102000079,한강진
682,102000080,한강진
683,102000081,한강진
684,102000082,한강진
685,102000083,효창공원앞
686,102000084,효창공원앞
687,102000085,효창공원앞
688,102000086,효창공원앞
689,102000087,효창공원앞
690,102000088,효창공원앞
691,102000089,효창공원앞
692,102000090,삼각지
693,102000091,삼각지
694,102000092,녹사평(용산구청)
695,102000093,녹사평(용산구청)
696,102000094,이태원
697,102000095,녹사평(용산구청)
698,102000096,이태원
699,102000097,이태원
700,102000098,이태원
701,102000099,이태원
702,102000100,한강진
703,102000101,한강진
704,102000102,한강진
705,102000103,한강진
706,102000104,서울역
707,102000105,서울역
708,102000106,숙대입구(갈월)
709,102000107,숙대입구(갈월)
710,102000108,숙대입구(갈월)
711,102000109,숙대입구(갈월)
712,102000110,숙대입구(갈월)
713,102000111,숙대입구(갈월)
714,102000112,숙대입구(갈월)
715,102000113,숙대입구(갈월)
716,102000114,숙대입구(갈월)
717,102000115,숙대입구(갈월)
718,102000116,옥수
719,102000117,옥수
720,102000118,한강진
721,102000119,한강진
722,102000120,이촌(국립중앙박물관)
723,102000121,이촌(국립중앙박물관)
724,102000122,이촌(국립중앙박물관)
725,102000123,이촌(국립중앙박물관)
726,102000124,이촌(국립중앙박물관)
727,102000125,이촌(국립중앙박물관)
728,102000126,이촌(국립중앙박물관)
729,102000127,이촌(국립중앙박물관)
730,102000128,이촌(국립중앙박물관)
731,102000129,이촌(국립중앙박물관)
732,102000130,이촌(국립중앙박물관)
733,102000131,이촌(국립중앙박물관)
734,102000132,이촌(국립중앙박물관)
735,102000133,애오개
736,102000134,서울역
737,102000135,숙대입구(갈월)
738,102000136,숙대입구(갈월)
739,102000137,숙대입구(갈월)
740,102000138,숙대입구(갈월)
741,102000139,효창공원앞
742,102000140,숙대입구(갈월)
743,102000141,효창공원앞
744,102000142,효창공원앞
745,102000143,효창공원앞
746,102000144,효창공원앞
747,102000145,효창공원앞
748,102000146,효창공원앞
749,102000147,효창공원앞
750,102000148,효창공원앞
751,102000149,효창공원앞
752,102000150,효창공원앞
753,102000151,효창공원앞
754,102000152,효창공원앞
755,102000153,효창공원앞
756,102000154,효창공원앞
757,102000155,효창공원앞
758,102000156,효창공원앞
759,102000157,신용산
760,102000158,신용산
761,102000159,신용산
762,102000161,신용산
763,102000162,신용산
764,102000163,신용산
765,102000164,신용산
766,102000165,신용산
767,102000166,신용산
768,102000167,이촌(국립중앙박물관)
769,102000168,이촌(국립중앙박물관)
770,102000169,이촌(국립중앙박물관)
771,102000170,이촌(국립중앙박물관)
772,102000171,이촌(국립중앙박물관)
773,102000172,이촌(국립중앙박물관)
774,102000173,이촌(국립중앙박물관)
775,102000174,이촌(국립중앙박물관)
776,102000175,이태원
777,102000176,이촌(국립중앙박물관)
778,102000178,이촌(국립중앙박물관)
779,102000179,이태원
780,102000180,이태원
781,102000181,이태원
782,102000182,이태원
783,102000183,이태원
784,102000184,이태원
785,102000185,이태원
786,102000186,이태원
787,102000187,이태원
788,102000188,이태원
789,102000189,이태원
790,102000190,이태원
791,102000191,이태원
792,102000192,이태원
793,102000193,마포
794,102000194,마포
795,102000195,마포
796,102000196,신용산
797,102000197,신용산
798,102000198,신용산
799,102000199,신용산
800,102000200,신용산
801,102000201,신용산
802,102000202,마포
803,102000203,마포
804,102000204,마포
805,102000205,마포
806,102000206,마포
807,102000207,마포
808,102000208,마포
809,102000209,효창공원앞
810,102000210,마포
811,102000211,마포
812,102000212,마포
813,102000213,마포
814,102000214,효창공원앞
815,102000215,효창공원앞
816,102000216,효창공원앞
817,102000217,효창공원앞
818,102000218,효창공원앞
819,102000219,효창공원앞
820,102000225,한강진
821,102000226,충무로
822,102000227,마포
823,102000228,마포
824,102000229,이태원
825,102000230,이태원
826,102000231,이촌(국립중앙박물관)
827,102000232,삼각지
828,102000233,숙대입구(갈월)
829,102000234,삼각지
830,102000236,숙대입구(갈월)
831,102000237,효창공원앞
832,102000238,삼각지
833,102000240,한강진
834,102000241,숙대입구(갈월)
835,102000243,이촌(국립중앙박물관)
836,102000245,신용산
837,102000246,신용산
838,102000247,신용산
839,102000248,이촌(국립중앙박물관)
840,102000249,한강진
841,102000250,한강진
842,102000266,효창공원앞
843,102000286,서울역
844,102000297,효창공원앞
845,102900010,한강진
846,102900065,녹사평(용산구청)
847,102900009,한강진
848,102900066,녹사평(용산구청)
849,102900083,한강진
850,102900079,이태원
851,102900008,녹사평(용산구청)
852,102900070,효창공원앞
853,102900007,이태원
854,102900006,녹사평(용산구청)
855,102900097,효창공원앞
856,102900080,녹사평(용산구청)
857,102900005,녹사평(용산구청)
858,102900003,공덕
859,102900002,녹사평(용산구청)
860,102900001,숙대입구(갈월)
861,102900085,이태원
862,102900035,공덕
863,102900096,효창공원앞
864,102900034,숙대입구(갈월)
865,102900033,이태원
866,102900032,효창공원앞
867,102900064,녹사평(용산구청)
868,102900031,숙대입구(갈월)
869,102900075,이태원
870,102900098,효창공원앞
871,102900063,숙대입구(갈월)
872,102900076,이태원
873,102900030,숙대입구(갈월)
874,102900077,이태원
875,102900029,효창공원앞
876,102900028,숙대입구(갈월)
877,102900078,이태원
878,102900027,숙대입구(갈월)
879,102900026,숙대입구(갈월)
880,102900025,이태원
881,102900072,효창공원앞
882,102900024,효창공원앞
883,102900023,이태원
884,102900022,효창공원앞
885,102900021,이태원
886,102900073,효창공원앞
887,102900020,삼각지
888,102900019,삼각지
889,102900018,이태원
890,102900017,이태원
891,102900016,이태원
892,102900015,신용산
893,102900013,이태원
894,102900012,신용산
895,102900011,숙대입구(갈월)
896,102900059,이태원
897,102900058,삼각지
898,102900068,숙대입구(갈월)
899,102900057,이태원
900,102900056,서울역
901,102900055,이태원
902,102900054,녹사평(용산구청)
903,102900053,숙대입구(갈월)
904,102900052,이태원
905,102900051,숙대입구(갈월)
906,102900084,이태원
907,102900081,녹사평(용산구청)
908,102900050,숙대입구(갈월)
909,102900049,녹사평(용산구청)
910,102900048,숙대입구(갈월)
911,102900047,이태원
912,102900046,숙대입구(갈월)
913,102900082,이태원
914,102900045,숙대입구(갈월)
915,102900044,숙대입구(갈월)
916,102900043,녹사평(용산구청)
917,102900042,녹사평(용산구청)
918,102900041,녹사평(용산구청)
919,102900040,녹사평(용산구청)
920,102900039,녹사평(용산구청)
921,102900089,숙대입구(갈월)
922,102900091,마포
923,102900038,서울역
924,102900037,서울역
925,102900036,서울역
926,102000263,이촌(국립중앙박물관)
927,102000262,이촌(국립중앙박물관)
928,102000272,한강진
929,102900062,서울역
930,102000271,마포
931,102900061,서울역
932,102900060,서울역
933,102900090,마포
934,102000273,이촌(국립중앙박물관)
935,102000251,이태원
936,102000259,한강진
937,102000257,이촌(국립중앙박물관)
938,102000256,이촌(국립중앙박물관)
939,102000255,이촌(국립중앙박물관)
940,102000274,이촌(국립중앙박물관)
941,102000275,이촌(국립중앙박물관)
942,102000276,이촌(국립중앙박물관)
943,102000277,이촌(국립중앙박물관)
944,102000278,이태원
945,102900092,효창공원앞
946,102900093,녹사평(용산구청)
947,102000270,이태원
948,102900086,이태원
949,102900088,삼각지
950,102900087,삼각지
951,102000282,옥수
952,102000281,옥수
953,102000283,이태원
954,102000285,한강진
955,102000284,한강진
956,102900095,한강진
957,102900094,한강진
958,102000295,신용산
959,102000309,신용산
960,102000310,삼각지
961,102000311,신용산
962,102000312,이촌(국립중앙박물관)
963,102000313,이태원
964,101000323,충무로
965,102000314,한강진
966,101000327,회현(남대문시장)
967,102000315,회현(남대문시장)
968,103000001,답십리
969,103000002,장한평
970,103000003,장한평
971,103000004,상왕십리
972,103000005,상왕십리
973,103000006,상왕십리
974,103000007,신당
975,103000509,상왕십리
976,103000008,상왕십리
977,103000009,상왕십리
978,103000010,신당
979,103000011,왕십리(성동구청)
980,103000012,상왕십리
981,103000013,왕십리(성동구청)
982,103000014,왕십리(성동구청)
983,103000015,상왕십리
984,103000016,상왕십리
985,103000017,마장
986,103000018,마장
987,103000019,마장
988,103000020,마장
989,103000021,용두(동대문구청)
990,103000022,왕십리(성동구청)
991,103000023,왕십리(성동구청)
992,103000024,마장
993,103000025,한양대
994,103000026,한양대
995,103000027,한양대
996,103000028,한양대
997,103000029,한양대
998,103000030,한양대
999,103000031,한양대
1000,103000032,행당
1001,103000033,행당
1002,103000034,행당
1003,103000035,왕십리(성동구청)
1004,103000036,왕십리(성동구청)
1005,103000037,한양대
1006,103000038,한양대
1007,103000039,행당
1008,103000040,행당
1009,103000041,행당
1010,103000042,행당
1011,103000043,행당
1012,103000044,신금호
1013,103000046,신금호
1014,103000047,신금호
1015,103000048,신금호
1016,103000049,신금호
1017,103000050,신금호
1018,103000051,신금호
1019,103000052,신금호
1020,103000053,신금호
1021,103000054,금호
1022,103000055,금호
1023,103000056,금호
1024,103000057,금호
1025,103000058,금호
1026,103000059,금호
1027,103000060,신금호
1028,103000061,신금호
1029,103000062,옥수
1030,103000063,금호
1031,103000064,금호
1032,103000065,금호
1033,103000066,금호
1034,103000506,금호
1035,103000507,금호
1036,103000069,금호
1037,103000070,옥수
1038,103000071,옥수
1039,103000072,성수
1040,103000073,성수
1041,103000074,뚝섬
1042,103000075,뚝섬
1043,103000076,뚝섬
1044,103000077,뚝섬
1045,103000078,뚝섬
1046,103000079,뚝섬
1047,103000080,뚝섬
1048,103000081,뚝섬
1049,103000082,성수
1050,103000083,성수
1051,103000084,뚝섬
1052,103000085,뚝섬
1053,103000086,뚝섬
1054,103000087,뚝섬
1055,103000088,뚝섬
1056,103000089,뚝섬
1057,103000090,뚝섬유원지
1058,103000091,건대입구
1059,103000092,뚝섬유원지
1060,103000093,성수
1061,103000094,성수
1062,103000095,성수
1063,103000096,성수
1064,103000097,성수
1065,103000098,성수
1066,103000099,성수
1067,103000100,성수
1068,103000101,성수
1069,103000102,성수
1070,103000103,성수
1071,103000104,성수
1072,103000105,성수
1073,103000106,뚝섬유원지
1074,103000107,뚝섬유원지
1075,103000108,어린이대공원(세종대)
1076,103000109,건대입구
1077,103000110,건대입구
1078,103000111,성수
1079,103000112,성수
1080,103000113,성수
1081,103000114,성수
1082,103000115,어린이대공원(세종대)
1083,103000116,군자(능동)
1084,103000117,군자(능동)
1085,103000118,신답
1086,103000119,답십리
1087,103000120,장한평
1088,103000121,뚝섬
1089,103000122,뚝섬
1090,103000125,용답
1091,103000126,용답
1092,103000127,한양대
1093,103000128,한양대
1094,103000129,한양대
1095,103000130,한양대
1096,103000131,한양대
1097,103000132,한양대
1098,103000133,용답
1099,103000134,뚝섬
1100,103000135,뚝섬
1101,103000136,뚝섬
1102,103000137,뚝섬
1103,103000138,성수
1104,103000139,뚝섬
1105,103000140,뚝섬
1106,103000141,뚝섬
1107,103000142,뚝섬
1108,103000143,성수
1109,103000144,뚝섬
1110,103000145,한양대
1111,103000150,상왕십리
1112,103900215,성수
1113,103000152,뚝섬
1114,103000153,뚝섬
1115,103900213,성수
1116,103900214,성수
1117,103000156,한양대
1118,103000157,한양대
1119,103000159,신설동
1120,103000162,뚝섬
1121,103000163,뚝섬
1122,103000164,뚝섬
1123,103000165,신답
1124,103000166,신답
1125,103000167,성수
1126,103000168,옥수
1127,103000169,마장
1128,103000170,행당
1129,103000171,상왕십리
1130,103000172,신금호
1131,103000173,신금호
1132,103000174,신금호
1133,103000175,신금호
1134,103000176,행당
1135,103000177,행당
1136,103000178,행당
1137,103000179,옥수
1138,103000183,성수
1139,103000185,뚝섬유원지
1140,103000186,신당
1141,103000187,상왕십리
1142,103000188,뚝섬유원지
1143,103000189,어린이대공원(세종대)
1144,103000191,신당
1145,105000455,마장
1146,103000293,왕십리(성동구청)
1147,103000292,왕십리(성동구청)
1148,103000297,한양대
1149,103000295,신당
1150,103000296,한양대
