,표준버스정류장ID,지하철역
5138,112900105,홍제
5139,112900104,이대
5140,112900103,아현
5141,112900190,홍대입구
5142,112900195,홍제
5143,112900168,서대문
5144,112900102,충정로(경기대입구)
5145,112900101,녹번
5146,112900100,홍제
5147,112900099,녹번
5148,112900098,홍제
5149,112900097,홍제
5150,112900096,홍제
5151,112900095,홍제
5152,112900093,아현
5153,112900232,홍제
5154,112900169,서대문
5155,112900092,서대문
5156,112900091,홍제
5157,112900090,홍제
5158,112900089,녹번
5159,112900088,홍제
5160,112900087,홍제
5161,112900086,홍제
5162,112900177,아현
5163,112900194,홍대입구
5164,112900084,홍제
5165,112900083,홍제
5166,112900082,녹번
5167,112900202,홍제
5168,112900081,홍제
5169,112900080,홍제
5170,112900079,아현
5171,112900078,아현
5172,112900076,독립문
5173,112900075,충정로(경기대입구)
5174,112900074,홍제
5175,112900073,홍제
5176,112900216,홍제
5177,112900072,홍제
5178,112900071,홍제
5179,112900192,홍대입구
5180,112900069,충정로(경기대입구)
5181,112900068,홍제
5182,112900067,녹번
5183,112900066,홍제
5184,112900199,홍제
5185,112900065,홍대입구
5186,112900063,서대문
5187,112900062,충정로(경기대입구)
5188,112900215,녹번
5189,112900203,홍제
5190,112900178,아현
5191,112000410,아현
5192,112900172,서대문
5193,112900061,충정로(경기대입구)
5194,112900060,홍제
5195,112900200,홍제
5196,112900056,아현
5197,112000256,홍제
5198,112900163,서대문
5199,112900059,충정로(경기대입구)
5200,112900058,홍제
5201,112900057,홍제
5202,112900201,홍제
5203,112900055,이대
5204,112900054,서대문
5205,112900053,서대문
5206,112900052,녹번
5207,112900208,홍제
5208,112900051,홍제
5209,101000248,서대문
5210,112900164,충정로(경기대입구)
5211,112900183,이대
5212,112900162,서대문
5213,112900165,서대문
5214,112900050,홍대입구
5215,112900049,홍제
5216,112900226,신촌
5217,112900184,이대
5218,112900047,서대문
5219,112000337,홍대입구
5220,112900046,서대문
5221,112900045,홍제
5222,112900044,마포구청
5223,112000352,홍대입구
5224,112900043,홍제
5225,112900042,홍제
5226,112900209,홍제
5227,112900166,서대문
5228,112000365,충정로(경기대입구)
5229,112000372,무악재
5230,112000373,홍대입구
5231,112000374,홍제
5232,112000375,홍제
5233,112000376,홍제
5234,112000377,홍제
5235,112900041,신촌
5236,112900040,서대문
5237,112900173,서대문
5238,112900039,홍제
5239,112900038,홍제
5240,112900037,서대문
5241,112900230,신촌
5242,112900182,충정로(경기대입구)
5243,112900036,서대문
5244,112900035,홍제
5245,112900034,홍제
5246,112900032,서대문
5247,112900031,녹번
5248,112900030,홍제
5249,112900029,홍제
5250,112900028,홍제
5251,112900233,증산(명지대앞)
5252,112900188,신촌
5253,112900027,녹번
5254,112900224,증산(명지대앞)
5255,112900026,홍제
5256,112900025,홍제
5257,112900024,홍제
5258,112900196,홍대입구
5259,112900225,증산(명지대앞)
5260,112900023,홍제
5261,112900022,홍제
5262,112900021,홍제
5263,112900020,홍대입구
5264,112900019,독립문
5265,112900018,홍제
5266,112900017,홍제
5267,112900016,홍제
5268,112900015,홍대입구
5269,112900014,독립문
5270,112900013,홍제
5271,112900012,홍제
5272,112900011,충정로(경기대입구)
5273,112900064,홍대입구
5274,112900197,홍대입구
5275,112900010,독립문
5276,112900009,홍대입구
5277,112900008,홍제
5278,112900210,홍제
5279,112900117,충정로(경기대입구)
5280,112900118,홍대입구
5281,112900119,독립문
5282,112900120,홍제
5283,112900222,홍제
5284,112900206,홍제
5285,112900121,아현
5286,112900122,홍대입구
5287,112900123,독립문
5288,112900185,이대
5289,112900221,홍제
5290,112900124,홍대입구
5291,112900174,독립문
5292,112900125,신촌
5293,112900126,아현
5294,112900127,독립문
5295,112900128,홍제
5296,112900179,아현
5297,112900129,홍제
5298,112900130,서대문
5299,112900131,홍제
5300,112900132,아현
5301,112900133,아현
5302,112900134,홍제
5303,112900135,서대문
5304,112900137,아현
5305,112900138,홍제
5306,112900175,서대문
5307,112900139,녹번
5308,112900141,홍제
5309,112900142,서대문
5310,112900143,녹번
5311,112900144,이대
5312,112900167,서대문
5313,112900145,녹번
5314,112900146,이대
5315,112900113,녹번
5316,112900147,녹번
5317,112900217,녹번
5318,112000413,홍제
5319,112900204,홍제
5320,112900148,홍제
5321,112900214,홍제
5322,112900149,독립문
5323,112000411,홍제
5324,112000412,홍제
5325,112900193,홍대입구
5326,112900186,이대
5327,112900151,무악재
5328,112900212,무악재
5329,112900152,아현
5330,112900213,무악재
5331,112900187,이대
5332,112900153,홍제
5333,112900154,무악재
5334,112900155,홍제
5335,112900157,서대문
5336,112900156,서대문
5337,112900211,홍제
5338,112900158,홍제
5339,112900234,홍대입구
5340,112900235,홍제
5341,112900159,마포구청
5342,112900160,독립문
5343,112900176,독립문
5344,112900161,독립문
5345,112900237,녹번
5346,112900236,녹번
5347,112900228,홍제
5348,112900229,녹번
5349,112900238,홍대입구
5350,112900239,이대
5351,111901147,증산(명지대앞)
5352,112900240,증산(명지대앞)
5353,112900241,증산(명지대앞)
5354,112900242,증산(명지대앞)
5355,112900243,증산(명지대앞)
5356,112900244,증산(명지대앞)
5357,112900245,증산(명지대앞)
5358,112900246,새절(신사)
5359,112900247,증산(명지대앞)
5360,112900248,증산(명지대앞)
5361,112900249,증산(명지대앞)
5362,112900250,증산(명지대앞)
5363,112900251,증산(명지대앞)
5364,112900252,증산(명지대앞)
5365,112900253,증산(명지대앞)
5366,112900254,증산(명지대앞)
5367,112900255,증산(명지대앞)
5368,112900256,증산(명지대앞)
5369,112900257,증산(명지대앞)
5370,111901148,증산(명지대앞)
5371,113000001,마포
5372,113000002,마포
5373,113000003,공덕
5374,113000004,공덕
5375,113000005,공덕
5376,113000006,공덕
5377,113000007,애오개
5378,113000008,애오개
5379,113000009,애오개
5380,113000010,애오개
5381,113000424,합정
5382,113000412,합정
5383,113000423,합정
5384,113000413,홍대입구
5385,113000422,홍대입구
5386,113000414,홍대입구
5387,113000421,홍대입구
5388,113000420,신촌
5389,113000419,신촌
5390,113000418,이대
5391,113000476,아현
5392,113000477,아현
5393,113000474,충정로(경기대입구)
5394,113000011,마포구청
5395,113000012,마포구청
5396,113000013,월드컵경기장(성산)
5397,113000014,월드컵경기장(성산)
5398,113000015,월드컵경기장(성산)
5399,113000016,월드컵경기장(성산)
5400,113000017,월드컵경기장(성산)
5401,113000018,월드컵경기장(성산)
5402,113000019,월드컵경기장(성산)
5403,113000020,월드컵경기장(성산)
5404,113000021,디지털미디어시티
5405,113000022,디지털미디어시티
5406,113000025,월드컵경기장(성산)
5407,113000026,월드컵경기장(성산)
5408,113000027,월드컵경기장(성산)
5409,113000028,월드컵경기장(성산)
5410,113000029,합정
5411,113000030,합정
5412,113000031,합정
5413,113000032,합정
5414,113000033,상수
5415,113000034,상수
5416,113000035,상수
5417,113000036,상수
5418,113000037,광흥창(서강)
5419,113000038,광흥창(서강)
5420,113000039,광흥창(서강)
5421,113000040,대흥(서강대앞)
5422,113000485,월드컵경기장(성산)
5423,113000042,마포
5424,113000486,월드컵경기장(성산)
5425,113000471,공덕
5426,113000470,공덕
5427,113000493,월드컵경기장(성산)
5428,113000487,월드컵경기장(성산)
5429,113000491,월드컵경기장(성산)
5430,113000492,마포구청
5431,113000488,월드컵경기장(성산)
5432,113000051,공덕
5433,113000052,공덕
5434,113000053,공덕
5435,113000054,공덕
5436,113000055,애오개
5437,113000056,애오개
5438,113000489,월드컵경기장(성산)
5439,113000490,마곡
5440,113000058,공덕
5441,113000059,공덕
5442,113000060,공덕
5443,113000061,공덕
5444,113000062,공덕
5445,113000063,효창공원앞
5446,113000064,효창공원앞
5447,113000065,마포구청
5448,113000066,마포구청
5449,113000067,마포구청
5450,113000068,마포구청
5451,113000069,월드컵경기장(성산)
5452,113000070,월드컵경기장(성산)
5453,113000071,월드컵경기장(성산)
5454,113000072,월드컵경기장(성산)
5455,113000073,디지털미디어시티
5456,113000074,디지털미디어시티
5457,113000075,디지털미디어시티
5458,113000076,디지털미디어시티
5459,113000077,신촌
5460,113000078,신촌
5461,113000079,신촌
5462,113000080,신촌
5463,113000081,대흥(서강대앞)
5464,113000082,대흥(서강대앞)
5465,113000083,대흥(서강대앞)
5466,113000084,대흥(서강대앞)
5467,113000085,대흥(서강대앞)
5468,113000086,대흥(서강대앞)
5469,113000087,공덕
5470,113000088,공덕
5471,113000089,공덕
5472,113000090,홍대입구
5473,113000091,홍대입구
5474,113000479,마포구청
5475,113000094,마포구청
5476,113000095,마포구청
5477,113000096,망원
5478,113000097,망원
5479,113000098,망원
5480,113000099,홍대입구
5481,113000100,홍대입구
5482,113000101,홍대입구
5483,113000102,홍대입구
5484,113000103,마포구청
5485,113000104,마포구청
5486,113000105,마포구청
5487,113000106,마포구청
5488,113000107,마포구청
5489,113000108,마포구청
5490,113000109,광흥창(서강)
5491,113000110,광흥창(서강)
5492,113000111,광흥창(서강)
5493,113000112,광흥창(서강)
5494,113000113,신촌
5495,113000114,신촌
5496,113000116,이대
5497,113000117,이대
5498,113000118,이대
5499,113000119,이대
5500,113000120,이대
5501,113000121,대흥(서강대앞)
5502,113000472,대흥(서강대앞)
5503,113000124,아현
5504,113000125,합정
5505,113000494,홍대입구
5506,113000127,합정
5507,113000128,합정
5508,113000129,합정
5509,113000133,홍대입구
5510,113000134,홍대입구
5511,113000135,홍대입구
5512,113000137,신촌
5513,113000139,상수
5514,113000140,상수
5515,113000141,상수
5516,113000142,홍대입구
5517,113000143,홍대입구
5518,113000144,홍대입구
5519,113000145,광흥창(서강)
5520,113000146,광흥창(서강)
5521,113000147,광흥창(서강)
5522,113000148,광흥창(서강)
5523,113000149,대흥(서강대앞)
5524,113000150,마포
5525,113000151,마포
5526,113000152,마포
5527,113000153,합정
5528,113000154,합정
5529,113000155,망원
5530,113000156,망원
5531,113000157,망원
5532,113000158,망원
5533,113000159,망원
5534,113000160,망원
5535,113000161,마포구청
5536,113000162,마포구청
5537,113000163,망원
5538,113000164,망원
5539,113000234,망원
5540,113000166,마포구청
5541,113000167,마포구청
5542,113000168,마포구청
5543,113000169,마포구청
5544,113000170,마포구청
5545,113000171,마포구청
5546,113000172,망원
5547,113000173,망원
5548,113000174,망원
5549,113000175,망원
5550,113000176,망원
5551,113000177,망원
5552,113000178,망원
5553,113000179,망원
5554,113000180,디지털미디어시티
5555,113000181,디지털미디어시티
5556,113000182,월드컵경기장(성산)
5557,113000183,월드컵경기장(성산)
5558,113000184,망원
5559,113000189,홍대입구
5560,113000190,홍대입구
5561,113000192,디지털미디어시티
5562,113000193,디지털미디어시티
5563,113000194,디지털미디어시티
5564,113000195,디지털미디어시티
5565,113000196,디지털미디어시티
5566,113000197,디지털미디어시티
5567,113000198,월드컵경기장(성산)
5568,113000199,대흥(서강대앞)
5569,113000201,디지털미디어시티
5570,113000202,디지털미디어시티
5571,113000203,디지털미디어시티
5572,113000204,디지털미디어시티
5573,113000205,상수
5574,113000206,상수
5575,113000207,광흥창(서강)
5576,113000208,광흥창(서강)
5577,113000209,광흥창(서강)
5578,113000210,광흥창(서강)
5579,113000211,합정
5580,113000212,홍대입구
5581,113000213,월드컵경기장(성산)
5582,113000214,마포
5583,113000430,월드컵경기장(성산)
5584,113000428,마곡
5585,113000410,월드컵경기장(성산)
5586,113000425,디지털미디어시티
5587,113000433,디지털미디어시티
5588,113000432,디지털미디어시티
5589,102000254,효창공원앞
5590,113000436,디지털미디어시티
5591,113000435,디지털미디어시티
5592,113000437,디지털미디어시티
5593,113000438,디지털미디어시티
5594,113000434,디지털미디어시티
5595,113000495,마포구청
5596,113000496,마포구청
5597,113000448,디지털미디어시티
5598,113000446,디지털미디어시티
5599,113000445,디지털미디어시티
5600,113000444,월드컵경기장(성산)
5601,113000443,월드컵경기장(성산)
5602,113000442,마포구청
5603,113000441,마포구청
5604,113000440,마포구청
5605,113000439,마포구청
5606,113000455,디지털미디어시티
5607,113000454,디지털미디어시티
5608,113000453,디지털미디어시티
5609,113000452,디지털미디어시티
5610,113000451,디지털미디어시티
5611,113000450,디지털미디어시티
5612,113000449,디지털미디어시티
5613,113000469,디지털미디어시티
5614,111001115,디지털미디어시티
5615,111001114,디지털미디어시티
5616,113900288,월드컵경기장(성산)
5617,113900296,공덕
5618,113900260,마포구청
5619,113900297,디지털미디어시티
5620,113900299,상수
5621,113900284,마포구청
5622,113900285,합정
5623,113900300,홍대입구
5624,113900301,홍대입구
5625,113900302,아현
5626,113900303,마포
5627,113900304,마포
5628,113900219,공덕
5629,113900305,마포구청
5630,113900306,광흥창(서강)
5631,113900307,상수
5632,113900308,대흥(서강대앞)
5633,113900014,망원
5634,113900273,월드컵경기장(성산)
5635,113900016,합정
5636,113900245,홍대입구
5637,113900017,홍대입구
5638,113900018,마포
5639,113900019,마포
5640,113900020,마포구청
5641,113900022,광흥창(서강)
5642,113900023,광흥창(서강)
5643,113900024,광흥창(서강)
5644,113900025,신촌
5645,113900274,월드컵경기장(성산)
5646,113900026,합정
5647,113900027,홍대입구
5648,113900028,충정로(경기대입구)
5649,113900029,효창공원앞
5650,113900030,마포구청
5651,113900031,광흥창(서강)
5652,113900032,홍대입구
5653,113900033,광흥창(서강)
5654,113900251,망원
5655,113900035,합정
5656,113900267,홍대입구
5657,113900036,홍대입구
5658,113900037,충정로(경기대입구)
5659,101900026,충정로(경기대입구)
5660,113900038,마포
5661,113900039,망원
5662,113900040,광흥창(서강)
5663,113900041,홍대입구
5664,113900042,광흥창(서강)
5665,113900043,광흥창(서강)
5666,113900225,대흥(서강대앞)
5667,113900252,망원
5668,113900044,월드컵경기장(성산)
5669,113900045,상수
5670,113900046,홍대입구
5671,113900047,홍대입구
5672,113900049,공덕
5673,113900262,망원
5674,113900309,망원
5675,113900050,신촌
5676,113900246,홍대입구
5677,113900231,광흥창(서강)
5678,113900051,광흥창(서강)
5679,113900052,대흥(서강대앞)
5680,113900253,망원
5681,113900053,마포구청
5682,113900054,상수
5683,113900055,홍대입구
5684,113900056,홍대입구
5685,113900057,공덕
5686,113900058,광흥창(서강)
5687,113900059,광흥창(서강)
5688,113900060,대흥(서강대앞)
5689,113900254,망원
5690,113900061,월드컵경기장(성산)
5691,113900062,상수
5692,113900265,홍대입구
5693,113900063,홍대입구
5694,113900064,효창공원앞
5695,113900065,망원
5696,113900232,대흥(서강대앞)
5697,113900066,광흥창(서강)
5698,113900067,대흥(서강대앞)
5699,113900068,망원
5700,113900069,상수
5701,113900070,홍대입구
5702,113900071,홍대입구
5703,113900286,애오개
5704,113900255,망원
5705,113900247,신촌
5706,113900072,대흥(서강대앞)
5707,113900073,대흥(서강대앞)
5708,113900074,공덕
5709,113900075,망원
5710,113900076,상수
5711,113900077,홍대입구
5712,113900078,홍대입구
5713,113900217,애오개
5714,113900079,효창공원앞
5715,113900001,디지털미디어시티
5716,113900002,디지털미디어시티
5717,113900003,디지털미디어시티
5718,113900004,디지털미디어시티
5719,113900005,디지털미디어시티
5720,113900006,디지털미디어시티
5721,113900007,디지털미디어시티
5722,113900223,효창공원앞
5723,113000467,디지털미디어시티
5724,113000466,디지털미디어시티
5725,113900290,공덕
5726,113900289,공덕
5727,113900291,아현
5728,113900293,디지털미디어시티
5729,113900218,아현
5730,113900008,디지털미디어시티
5731,113900009,디지털미디어시티
5732,113900010,디지털미디어시티
5733,113900011,디지털미디어시티
5734,113900012,디지털미디어시티
5735,113900013,디지털미디어시티
5736,113900256,망원
5737,113900080,마포구청
5738,113900081,대흥(서강대앞)
5739,113900082,마포
5740,113900083,공덕
5741,113900084,망원
5742,113900237,상수
5743,113900085,홍대입구
5744,113900086,홍대입구
5745,113900087,애오개
5746,113900216,마포
5747,113900088,충정로(경기대입구)
5748,113900089,망원
5749,113900090,마포구청
5750,113900091,광흥창(서강)
5751,113900092,대흥(서강대앞)
5752,101900027,애오개
5753,113900093,마포
5754,113900094,공덕
5755,113900095,망원
5756,113900096,광흥창(서강)
5757,113900266,홍대입구
5758,113900097,마포
5759,113900098,망원
5760,113900099,광흥창(서강)
5761,113900313,홍대입구
5762,113900100,신촌
5763,113900101,공덕
5764,113900102,마포
5765,113900103,공덕
5766,113900104,합정
5767,113900235,광흥창(서강)
5768,113900283,애오개
5769,113900105,마포
5770,113900222,공덕
5771,113900250,합정
5772,113900106,광흥창(서강)
5773,113900107,홍대입구
5774,113900108,공덕
5775,113900109,공덕
5776,113900221,공덕
5777,113900238,합정
5778,113900110,광흥창(서강)
5779,113900111,애오개
5780,113900112,마포
5781,113900113,망원
5782,113000383,마포
5783,113900310,광흥창(서강)
5784,113900311,광흥창(서강)
5785,113900114,광흥창(서강)
5786,113900115,홍대입구
5787,113900116,마포
5788,113900117,공덕
5789,113900118,공덕
5790,113000395,마포구청
5791,113000396,마포구청
5792,113000397,디지털미디어시티
5793,113000398,디지털미디어시티
5794,113000406,디지털미디어시티
5795,113000407,월드컵경기장(성산)
5796,113000408,디지털미디어시티
5797,113000409,디지털미디어시티
5798,113900119,홍대입구
5799,113900120,광흥창(서강)
5800,113900121,애오개
5801,113900122,합정
5802,113900123,망원
5803,113900124,홍대입구
5804,113900125,마포
5805,113900126,대흥(서강대앞)
5806,113900127,신촌
5807,113900128,애오개
5808,113900129,합정
5809,113900239,합정
5810,113900130,상수
5811,113900131,대흥(서강대앞)
5812,113900227,대흥(서강대앞)
5813,113900132,애오개
5814,113900133,효창공원앞
5815,113900240,홍대입구
5816,113900135,대흥(서강대앞)
5817,113900136,대흥(서강대앞)
5818,113900137,망원
5819,113900138,신촌
5820,113900140,홍대입구
5821,113900248,홍대입구
5822,113900141,광흥창(서강)
5823,113900142,대흥(서강대앞)
5824,113900226,대흥(서강대앞)
5825,113000456,신촌
5826,113900228,이대
5827,113900220,애오개
5828,113900143,공덕
5829,113900144,홍대입구
5830,113900241,홍대입구
5831,113900145,광흥창(서강)
5832,113900146,광흥창(서강)
5833,113900148,합정
5834,113900149,애오개
5835,113900048,공덕
5836,113900150,상수
5837,113900242,합정
5838,113900151,광흥창(서강)
5839,113900233,광흥창(서강)
5840,113900152,대흥(서강대앞)
5841,113900153,상수
5842,113900154,이대
5843,113900155,마포
5844,113900156,망원
5845,113900234,광흥창(서강)
5846,113900157,이대
5847,113900158,상수
5848,113900159,아현
5849,113900312,아현
5850,113900139,마포
5851,113900292,디지털미디어시티
5852,113000468,합정
5853,113900160,망원
5854,113900161,광흥창(서강)
5855,113900229,이대
5856,113900162,홍대입구
5857,113900163,홍대입구
5858,113900164,홍대입구
5859,113900224,마포
5860,113900165,망원
5861,113900166,홍대입구
5862,113900167,홍대입구
5863,113900168,마포
5864,113900169,망원
5865,113000503,홍대입구
5866,113000504,홍대입구
5867,113900171,홍대입구
5868,113900172,마포
5869,113900173,망원
5870,113900174,마포구청
5871,113900175,홍대입구
5872,113900287,효창공원앞
5873,113900257,망원
5874,113900176,마포구청
5875,113900177,홍대입구
5876,113900178,홍대입구
5877,113900179,망원
5878,113900180,홍대입구
5879,113900181,홍대입구
5880,113900258,망원
5881,113900182,월드컵경기장(성산)
5882,113900183,망원
5883,113900294,망원
5884,113900184,망원
5885,113900185,망원
5886,113900186,광흥창(서강)
5887,113900189,홍대입구
5888,113900269,월드컵경기장(성산)
5889,113900187,망원
5890,113900188,광흥창(서강)
5891,113900243,망원
5892,113900190,합정
5893,113900191,광흥창(서강)
5894,113900192,홍대입구
5895,113900193,망원
5896,113900194,망원
5897,113900195,망원
5898,113900196,상수
5899,113900197,마포구청
5900,113900198,디지털미디어시티
5901,113900199,망원
5902,113900200,상수
5903,113900201,마포구청
5904,113900275,월드컵경기장(성산)
5905,113900263,망원
5906,113900202,상수
5907,113900203,마포구청
5908,113900204,망원
5909,113900205,상수
5910,113900261,마포구청
5911,113900298,디지털미디어시티
5912,113900264,망원
5913,113900206,상수
5914,113900207,상수
5915,113900208,합정
5916,113900209,합정
5917,113900015,합정
5918,113900210,월드컵경기장(성산)
5919,113900270,마포구청
5920,113900211,마포
5921,113900259,망원
5922,113900212,망원
5923,113900249,신촌
5924,113900268,망원
5925,113900295,홍대입구
5926,113900214,홍대입구
5927,113900244,합정
5928,113900271,마포구청
5929,113900215,디지털미디어시티
5930,113900236,광흥창(서강)
5931,113900230,신촌
5932,113900282,신촌
5933,113900281,신촌
5934,113900280,신촌
5935,113900279,효창공원앞
5936,113900278,이대
5937,113900277,마포구청
5938,113900276,마포구청
5939,114000001,목동
5940,114000002,목동
5941,114000003,목동
5942,114000004,목동
5943,114000005,목동
5944,114000006,오목교(목동운동장앞)
5945,114000007,오목교(목동운동장앞)
5946,114000008,오목교(목동운동장앞)
5947,114000009,목동
5948,114000011,목동
5949,114000012,목동
5950,114000013,목동
5951,114000014,목동
5952,114000015,목동
5953,114000016,목동
5954,114000017,당산
5955,114000018,당산
5956,114000396,신정네거리
5957,114000026,목동
5958,114000027,마곡
5959,114000028,마곡
5960,114000038,오목교(목동운동장앞)
5961,114000039,오목교(목동운동장앞)
5962,114000040,양평
5963,114000434,오목교(목동운동장앞)
5964,114000042,당산
5965,114000043,양평
5966,114000044,양평
5967,114000045,오목교(목동운동장앞)
5968,114000046,양평
5969,114000047,양평
5970,114000048,양평
5971,114000049,오목교(목동운동장앞)
5972,114000050,오목교(목동운동장앞)
5973,114000051,양평
5974,114000052,양평
5975,114000053,양평
5976,114000054,양평
5977,114000428,오목교(목동운동장앞)
5978,114000055,양평
5979,114000056,오목교(목동운동장앞)
5980,114000057,목동
5981,114000058,오목교(목동운동장앞)
5982,114000059,오목교(목동운동장앞)
5983,114000060,목동
5984,114000061,오목교(목동운동장앞)
5985,114000062,오목교(목동운동장앞)
5986,114000063,목동
5987,114000064,오목교(목동운동장앞)
5988,114000065,오목교(목동운동장앞)
5989,114000066,양천구청
5990,114000067,오목교(목동운동장앞)
5991,114000068,오목교(목동운동장앞)
5992,114000069,오목교(목동운동장앞)
5993,114000070,오목교(목동운동장앞)
5994,114000071,양천구청
5995,114000072,양천구청
5996,114000073,오목교(목동운동장앞)
5997,114000074,오목교(목동운동장앞)
5998,114000075,도림천
5999,114000076,도림천
6000,114000077,오목교(목동운동장앞)
6001,114000078,양천구청
6002,114000079,양천구청
6003,114000080,양천구청
6004,114000081,양천구청
6005,114000082,신정네거리
6006,114000083,양천구청
6007,114000084,양천구청
6008,114000085,양천구청
6009,114000086,양천구청
6010,114000087,양천구청
6011,114000088,양천구청
6012,114000089,양천구청
6013,114000090,양천구청
6014,114000091,양천구청
6015,114000092,양천구청
6016,114000093,양천구청
6017,114000094,양천구청
6018,114000095,양천구청
6019,114000096,양천구청
6020,114000097,양천구청
6021,114000098,양천구청
6022,114000099,양천구청
6023,114000100,양천구청
6024,114000101,양천구청
6025,114000102,양천구청
6026,114000103,양천구청
6027,114000104,양천구청
6028,114000105,양천구청
6029,114000106,양천구청
6030,114000107,양천구청
6031,114000108,신정(은행정)
6032,114000109,신정(은행정)
6033,114000110,신정네거리
6034,114000111,신정네거리
6035,114000112,신정네거리
6036,114000113,신정네거리
6037,114000114,신정네거리
6038,114000115,신정네거리
6039,114000116,신정(은행정)
6040,114000117,신정(은행정)
6041,114000118,신정네거리
6042,114000119,신정네거리
6043,114000120,신정네거리
6044,114000121,신정(은행정)
6045,114000122,신정네거리
6046,114000123,신정네거리
6047,114000124,신정네거리
6048,114000125,신정네거리
6049,114000126,신정네거리
6050,114000127,양천구청
6051,114000128,양천구청
6052,114000426,신정네거리
6053,114000130,신정네거리
6054,114000131,신정네거리
6055,114000132,신정네거리
6056,114000133,양천구청
6057,114000134,신정네거리
6058,114000427,양천구청
6059,114000429,양천구청
6060,114000138,목동
6061,114000139,목동
6062,114000144,신정(은행정)
6063,114000145,신정네거리
6064,114000146,신정네거리
6065,114000147,신정네거리
6066,114000148,신정네거리
6067,114000149,오목교(목동운동장앞)
6068,114000150,목동
6069,114000151,목동
6070,114000152,목동
6071,114000153,양천구청
6072,114000154,목동
6073,114000155,목동
6074,114000156,목동
6075,114000157,목동
6076,114000158,오목교(목동운동장앞)
6077,114000159,오목교(목동운동장앞)
6078,114000160,오목교(목동운동장앞)
6079,114000161,오목교(목동운동장앞)
6080,114000162,목동
6081,114000163,양천구청
6082,114000165,목동
6083,114000166,오목교(목동운동장앞)
6084,114000167,목동
6085,114000168,신정(은행정)
6086,114000169,목동
6087,114000170,신정(은행정)
6088,114000171,신정(은행정)
6089,114000174,목동
6090,114000176,목동
6091,114000177,신정네거리
6092,114000178,신정(은행정)
6093,114000179,신정(은행정)
6094,114000180,신정(은행정)
6095,114000181,목동
6096,114000182,목동
6097,114000183,목동
6098,114000184,신정(은행정)
6099,114000185,신정(은행정)
6100,114000189,신정네거리
6101,114000190,까치산
6102,114000191,까치산
6103,114000192,신정네거리
6104,114000193,까치산
6105,114000194,까치산
6106,114000195,까치산
6107,114000196,까치산
6108,114000197,까치산
6109,114000198,신정네거리
6110,114000199,신정네거리
6111,114000200,신정네거리
6112,114000201,신정네거리
6113,114000202,신정네거리
6114,114000203,신정네거리
6115,114000204,신정네거리
6116,114000205,신정네거리
6117,114000206,신정(은행정)
6118,114000207,신정(은행정)
6119,114000208,신정(은행정)
6120,114000209,신정네거리
6121,114000210,신정네거리
6122,114000211,까치산
6123,114000212,신정네거리
6124,114000213,신정네거리
6125,114000214,신정네거리
6126,114000215,신정네거리
6127,114000216,신정네거리
6128,114000217,온수(성공회대입구)
6129,114000218,온수(성공회대입구)
6130,114000219,신정네거리
6131,114000220,신정네거리
6132,114000221,신정네거리
6133,114000222,신정네거리
6134,114000223,신정네거리
6135,114000224,신정네거리
6136,114000225,신정네거리
6137,114000226,신정네거리
6138,114000227,신정네거리
6139,114000228,까치산
6140,114000229,화곡
6141,114000230,화곡
6142,114000231,화곡
6143,114000232,화곡
6144,114000233,화곡
6145,114000234,까치산
6146,114000235,까치산
6147,114000236,까치산
6148,114000237,화곡
6149,114000238,화곡
6150,114000239,화곡
6151,114000240,화곡
6152,114000241,화곡
6153,114000242,화곡
6154,114000243,화곡
6155,114000244,화곡
6156,114000245,화곡
6157,114000246,화곡
6158,114000247,화곡
6159,114000248,화곡
6160,114000249,신정네거리
6161,114000250,신정네거리
6162,114000251,신정네거리
6163,114000252,양평
6164,114000253,양천구청
6165,114000432,화곡
6166,114000254,신정네거리
6167,114000255,당산
6168,114000256,오목교(목동운동장앞)
6169,114000257,신정네거리
6170,114000258,신정네거리
6171,114000259,신정네거리
6172,114000260,신정네거리
6173,114000261,신정네거리
6174,114000262,양천구청
6175,114000263,신정네거리
6176,114000264,양천구청
6177,114000265,까치산
6178,114000267,신정네거리
6179,114000268,까치산
6180,114000270,까치산
6181,114000271,신정네거리
6182,114000404,신정네거리
6183,114000283,신정네거리
6184,118000605,오목교(목동운동장앞)
6185,114000285,까치산
6186,114000288,신정네거리
6187,114000418,양평
6188,114000289,오목교(목동운동장앞)
6189,114000292,화곡
6190,114000293,양천구청
6191,114000294,당산
6192,114000402,까치산
6193,114000403,까치산
6194,114000405,신정네거리
6195,114000431,신정네거리
6196,114000423,신정네거리
6197,114000430,신정네거리
6198,114000425,신정네거리
6199,114000424,신정네거리
6200,114900007,신정네거리
6201,114900082,마곡
6202,114900080,마곡
6203,114900006,신정네거리
6204,114900005,목동
6205,114900004,신정네거리
6206,114900003,목동
6207,114900002,신정네거리
6208,114900001,목동
6209,114900032,신정네거리
6210,114900031,신정네거리
6211,114900030,목동
6212,114900029,신정네거리
6213,114900027,목동
6214,114900026,신정네거리
6215,114900025,목동
6216,114900024,양평
6217,114900022,신정네거리
6218,114900020,양평
6219,114900018,신정네거리
6220,114900015,신정(은행정)
6221,114900013,신정네거리
6222,114900011,신정네거리
6223,114900010,오목교(목동운동장앞)
6224,114900090,신정네거리
6225,114900008,목동
6226,114900059,목동
6227,114900033,목동
6228,114900046,양평
6229,114900060,목동
6230,114900034,양평
